     Depth,  GAM(NAT),   RES(16),   RES(64),   NEUTRON,Outcome
549.3,52.9939,83.3599,211.014,819.949,Fresh_Water
549.5,120.586,83.6707,216.727,819.949,Fresh_Water
549.8,52.9939,83.7628,226.943,927.654,Fresh_Water
550,73.7914,84.839,225.842,910.282,Fresh_Water
550.3,84.1902,88.8502,219.46,875.538,Fresh_Water
550.5,84.1902,91.7738,220.499,906.808,Fresh_Water
550.8,52.9939,89.8286,224.063,931.128,Fresh_Water
551,78.9908,90.4846,218.774,785.205,Fresh_Water
551.3,115.387,93.7535,214.725,882.487,Fresh_Water
551.5,73.7914,94.6225,214.979,826.897,Fresh_Water
551.8,68.592,93.6269,216.48,882.487,Fresh_Water
552,52.9939,93.2931,215.672,813,Fresh_Water
552.3,32.1963,94.8239,219.182,951.974,Fresh_Water
552.5,52.9939,94.2484,218.374,1000.62,Fresh_Water
552.8,42.5951,94.0988,213.901,799.103,Fresh_Water
553,52.9939,93.5406,214.817,903.333,Fresh_Water
553.3,37.3957,93.0053,217.419,979.769,Fresh_Water
553.5,32.1963,90.6803,219.76,896.385,Fresh_Water
553.8,32.1963,91.3364,218.782,1000.62,Fresh_Water
554,73.7914,90.6688,217.111,951.974,Fresh_Water
554.3,42.5951,90.4443,215.957,861.641,Fresh_Water
554.5,63.3926,90.381,220.291,958.923,Fresh_Water
554.8,58.1933,90.0472,223.286,865.115,Fresh_Water
555,115.387,90.6861,221.022,889.436,Fresh_Water
555.3,32.1963,93.5348,220.753,674.026,Fresh_Water
555.5,68.592,93.5808,219.856,771.308,Fresh_Water
555.8,32.1963,93.8801,220.329,833.846,Fresh_Water
556,63.3926,95.2268,217.635,757.41,Fresh_Water
556.3,42.5951,95.5951,215.256,899.859,Fresh_Water
556.5,52.9939,95.6296,212.839,889.436,Fresh_Water
556.8,42.5951,94.6973,209.659,917.231,Fresh_Water
557,37.3957,93.2125,213.02,938.077,Fresh_Water
557.3,52.9939,91.7162,213.1,945.026,Fresh_Water
557.5,52.9939,90.7724,215.656,694.872,Fresh_Water
557.8,52.9939,89.4257,221.261,885.962,Fresh_Water
558,32.1963,88.1654,219.498,931.128,Fresh_Water
558.3,73.7914,89.138,209.528,931.128,Fresh_Water
558.5,89.3896,91.0832,209.802,854.692,Fresh_Water
558.8,32.1963,88.4819,210.652,854.692,Fresh_Water
559,73.7914,87.4805,211.314,896.385,Fresh_Water
559.3,32.1963,87.469,211.576,868.59,Fresh_Water
559.5,63.3926,87.3251,211.153,757.41,Fresh_Water
559.8,84.1902,86.364,213.493,882.487,Fresh_Water
560,84.1902,85.7885,209.74,1000.62,Fresh_Water
560.3,125.785,86.4561,209.621,910.282,Fresh_Water
560.5,104.988,86.2144,208.612,826.897,Fresh_Water
560.8,94.589,85.4662,209.613,875.538,Fresh_Water
561,146.583,84.8159,212.916,847.744,Fresh_Water
561.3,63.3926,84.649,210.314,1000.62,Fresh_Water
561.5,125.785,85.7885,210.433,847.744,Fresh_Water
561.8,94.589,85.7482,211.153,826.897,Fresh_Water
562,115.387,85.236,213.993,743.513,Fresh_Water
562.3,63.3926,85.4778,216.211,708.769,Fresh_Water
562.5,104.988,87.1122,207.018,743.513,Fresh_Water
562.8,146.583,88.0215,207.28,701.82,Fresh_Water
563,52.9939,87.6877,212.977,771.308,Fresh_Water
563.3,42.5951,85.7195,213.709,743.513,Fresh_Water
563.5,84.1902,87.5611,212.384,840.795,Fresh_Water
563.8,115.387,87.5381,214.232,962.397,Fresh_Water
564,115.387,86.2374,217.142,684.449,Fresh_Water
564.3,94.589,86.0072,212.192,868.59,Fresh_Water
564.5,110.187,87.8373,204.751,892.91,Fresh_Water
564.8,63.3926,88.1251,203.6,819.949,Fresh_Water
565,115.387,86.5252,204.07,819.949,Fresh_Water
565.3,32.1963,85.3627,208.273,781.731,Fresh_Water
565.5,73.7914,84.344,210.598,823.423,Fresh_Water
565.8,104.988,84.016,212.931,819.949,Fresh_Water
566,73.7914,84.4188,211.742,819.949,Fresh_Water
566.3,104.988,85.4087,208.397,833.846,Fresh_Water
566.5,94.589,86.0533,208.427,951.974,Fresh_Water
566.8,42.5951,85.1785,208.693,802.577,Fresh_Water
567,52.9939,85.3454,209.159,799.103,Fresh_Water
567.3,21.7975,85.3512,206.503,722.667,Fresh_Water
567.5,78.9908,85.2591,211.915,694.872,Fresh_Water
567.8,63.3926,84.5339,213.732,958.923,Fresh_Water
568,63.3926,83.9009,215.849,854.692,Fresh_Water
568.3,104.988,86.2259,217.442,872.064,Fresh_Water
568.5,167.38,86.951,218.212,875.538,Fresh_Water
568.8,84.1902,87.469,222.539,722.667,Fresh_Water
569,47.7945,89.6674,225.014,712.244,Fresh_Water
569.3,42.5951,90.6227,224.818,715.718,Fresh_Water
569.5,42.5951,94.1794,223.44,708.769,Fresh_Water
569.8,32.1963,95.7332,220.603,757.41,Fresh_Water
570,32.1963,96.4123,222.231,792.154,Fresh_Water
570.3,21.7975,96.5734,223.94,917.231,Fresh_Water
570.5,21.7975,97.0569,224.263,868.59,Fresh_Water
570.8,42.5951,98.2079,224.441,889.436,Fresh_Water
571,52.9939,99.0251,224.51,861.641,Fresh_Water
571.3,32.1963,99.3474,223.143,993.667,Fresh_Water
571.5,73.7914,99.451,223.848,840.795,Fresh_Water
571.8,21.7975,99.7963,223.263,861.641,Fresh_Water
572,37.3957,99.8998,224.795,833.846,Fresh_Water
572.3,21.7975,99.6927,222.077,1125.69,Fresh_Water
572.5,32.1963,99.3819,217.727,694.872,Fresh_Water
572.8,37.3957,99.4394,219.741,809.526,Fresh_Water
573,63.3926,97.8395,221.484,854.692,Fresh_Water
573.3,42.5951,96.3202,219.506,972.82,Fresh_Water
573.5,32.1963,96.1936,220.768,910.282,Fresh_Water
573.8,104.988,94.5592,222.647,938.077,Fresh_Water
574,73.7914,93.3621,221.854,903.333,Fresh_Water
574.3,68.592,94.2829,220.541,986.718,Fresh_Water
574.5,42.5951,94.0758,210.306,847.744,Fresh_Water
574.8,21.7975,93.9376,208.35,931.128,Fresh_Water
575,63.3926,92.5334,209.351,896.385,Fresh_Water
575.3,73.7914,90.2257,207.727,979.769,Fresh_Water
575.5,84.1902,88.8962,205.379,917.231,Fresh_Water
575.8,125.785,86.2719,203.589,958.923,Fresh_Water
576,115.387,84.0563,205.202,1035.36,Fresh_Water
576.3,177.779,82.6693,209.236,979.769,Fresh_Water
576.5,84.1902,82.4851,210.86,924.18,Fresh_Water
576.8,94.589,82.9686,205.402,945.026,Fresh_Water
577,94.589,84.2347,206.403,924.18,Fresh_Water
577.3,63.3926,83.2563,204.547,882.487,Fresh_Water
577.5,84.1902,83.1527,204.77,854.692,Fresh_Water
577.8,52.9939,82.5887,208.073,917.231,Fresh_Water
578,229.773,81.3572,210.275,847.744,Fresh_Water
578.3,94.589,81.737,213.108,826.897,Fresh_Water
578.5,177.779,83.1988,210.483,785.205,Fresh_Water
578.8,110.187,83.6822,206.918,986.718,Fresh_Water
579,115.387,83.993,209.297,958.923,Fresh_Water
579.3,120.586,82.6578,209.767,924.18,Fresh_Water
579.5,131.988,82.6693,209.775,792.154,Fresh_Water
579.8,131.988,83.803,209.763,1049.26,Fresh_Water
580,125.787,83.8318,209.732,1278.56,Fresh_Water
580.3,125.787,83.8203,209.74,1063.15,Fresh_Water
580.5,120.768,79.1339,204.331,1184.76,Fresh_Water
580.8,120.768,79.1339,204.331,1108.32,Fresh_Water
581,117.52,79.1339,204.331,1115.27,Fresh_Water
581.3,117.52,79.1339,204.331,1022.83,Fresh_Water
581.5,113.976,80.9055,204.331,1018.11,Fresh_Water
581.8,113.976,80.9055,204.331,1011.02,Fresh_Water
582,111.024,76.7717,204.331,1034.65,Fresh_Water
582.3,116.043,75,204.331,1062.99,Fresh_Water
582.5,109.843,79.1339,204.331,1072.44,Fresh_Water
582.8,106.89,79.1339,204.331,1096.06,Fresh_Water
583,104.823,79.1339,201.378,989.764,Fresh_Water
583.3,106.89,79.1339,200.197,977.953,Fresh_Water
583.5,109.843,77.9528,200.197,1034.65,Fresh_Water
583.8,117.52,77.9528,201.378,1055.91,Fresh_Water
584,117.52,77.9528,201.378,1044.09,Fresh_Water
584.3,111.024,77.9528,201.378,1006.3,Fresh_Water
584.5,111.024,77.9528,201.378,994.488,Fresh_Water
584.8,113.976,79.1339,199.016,961.417,Fresh_Water
585,115.157,79.1339,197.244,961.417,Fresh_Water
585.3,108.366,79.1339,197.244,1001.57,Fresh_Water
585.5,106.299,79.1339,197.244,1067.72,Fresh_Water
585.8,104.232,79.1339,197.244,1006.3,Fresh_Water
586,106.299,79.1339,197.244,1034.65,Fresh_Water
586.3,102.165,79.1339,201.378,1051.18,Fresh_Water
586.5,98.622,83.2677,203.15,1018.11,Fresh_Water
586.8,103.346,86.2205,203.15,994.488,Fresh_Water
587,102.165,86.2205,203.15,985.039,Fresh_Water
587.3,108.957,86.2205,200.197,985.039,Fresh_Water
587.5,111.909,82.0866,197.244,994.488,Fresh_Water
587.8,106.89,82.0866,194.291,1044.09,Fresh_Water
588,113.091,80.9055,193.11,1079.53,Fresh_Water
588.3,103.346,80.9055,197.244,1079.53,Fresh_Water
588.5,98.622,86.2205,199.016,1044.09,Fresh_Water
588.8,102.165,87.4016,199.016,1112.6,Fresh_Water
589,108.366,86.2205,199.016,1039.37,Fresh_Water
589.3,109.843,85.0394,199.016,1006.3,Fresh_Water
589.5,101.28,89.1732,197.244,1027.56,Fresh_Water
589.8,99.2126,91.5354,194.291,1072.44,Fresh_Water
590,113.091,93.3071,199.016,1112.6,Fresh_Water
590.3,104.232,93.3071,201.378,1067.72,Fresh_Water
590.5,106.299,94.4882,201.378,1001.57,Fresh_Water
590.8,106.299,94.4882,201.378,968.504,Fresh_Water
591,111.024,91.5354,200.197,1100.79,Fresh_Water
591.3,114.567,90.3543,200.197,1084.25,Fresh_Water
591.5,107.776,87.4016,200.197,1022.83,Fresh_Water
591.8,99.2126,91.5354,200.197,985.039,Fresh_Water
592,113.091,91.5354,201.378,1044.09,Fresh_Water
592.3,111.024,90.3543,201.378,1044.09,Fresh_Water
592.5,109.843,89.1732,199.016,1055.91,Fresh_Water
592.8,110.433,89.1732,196.063,989.764,Fresh_Water
593,110.433,90.3543,196.063,1011.02,Fresh_Water
