     Depth,     GAMMA,  RES(16N),  RES(64N),   NEUTRON,Outcome
162.5,125.785,63.0524,100.394,354.385,Dry
162.8,177.779,59.8827,94.4882,500.308,Dry
163,188.178,58.3067,94.4882,396.077,Dry
163.3,177.779,59.0504,94.4882,535.051,Dry
163.5,167.38,63.9378,97.4409,611.487,Dry
163.8,250.571,65.9565,101.575,583.692,Dry
164,146.583,67.8689,101.575,604.538,Dry
164.3,208.975,69.1439,101.575,552.423,Dry
164.5,240.172,70.3126,101.575,576.744,Dry
164.8,146.583,71.7292,101.575,569.795,Dry
165,198.577,72.8625,101.575,562.846,Dry
165.3,115.387,73.3583,101.575,604.538,Dry
165.5,146.583,72.9687,101.575,493.359,Dry
165.8,94.589,72.7563,101.575,507.256,Dry
166,125.785,72.5438,101.575,611.487,Dry
166.3,125.785,72.2604,101.575,646.231,Dry
166.5,125.785,72.2959,101.575,569.795,Dry
166.8,156.982,72.1188,102.756,646.231,Dry
167,188.178,72.225,102.756,646.231,Dry
167.3,188.178,72.7563,102.756,625.385,Dry
167.5,115.387,73.5708,104.528,583.692,Dry
167.8,84.1902,74.35,105.709,611.487,Dry
168,188.178,73.7479,105.709,722.667,Dry
168.3,136.184,73.5708,105.709,555.897,Dry
168.5,94.589,73.6416,104.528,597.59,Dry
168.8,198.577,73.5,104.528,618.436,Dry
169,167.38,74.2083,104.528,687.923,Dry
169.3,146.583,74.6687,104.528,729.615,Dry
169.5,156.982,74.3145,105.709,674.026,Dry
169.8,136.184,73.5708,105.709,576.744,Dry
170,208.975,72.7208,105.709,465.564,Dry
170.3,146.583,71.8,106.89,569.795,Dry
170.5,104.988,71.2688,106.89,771.308,Dry
170.8,146.583,79.4852,109.843,576.744,Dry
171,115.387,75.9082,109.843,521.154,Dry
171.3,136.184,68.3293,111.024,646.231,Dry
171.5,115.387,68.5418,111.024,590.641,Dry
171.8,136.184,77.254,115.157,555.897,Dry
172,177.779,71.6938,118.11,555.897,Dry
172.3,198.577,64.1326,113.976,632.333,Dry
172.5,146.583,65.2836,115.157,674.026,Dry
172.8,104.988,75.6249,119.291,514.205,Dry
173,73.7914,90.7473,119.291,667.077,Dry
173.3,167.38,69.5688,119.291,625.385,Dry
173.5,115.387,91.4911,119.291,667.077,Dry
173.8,125.785,85.5058,119.291,687.923,Dry
174,125.785,84.5142,119.291,653.18,Dry
174.3,198.577,69.8522,119.291,625.385,Dry
174.5,115.387,90.8536,119.291,653.18,Dry
174.8,167.38,91.4557,119.291,542,Dry
175,136.184,92.9077,119.291,576.744,Dry
175.3,42.5951,93.3327,119.291,701.82,Dry
175.5,136.184,94.1118,118.11,945.026,Dry
175.8,125.785,94.3951,116.929,660.128,Dry
176,115.387,94.9972,116.929,458.615,Dry
176.3,156.982,96.5555,119.291,785.205,Dry
176.5,156.982,96.343,121.063,694.872,Dry
176.8,125.785,96.3784,123.425,639.282,Dry
177,188.178,97.0867,123.425,632.333,Dry
177.3,125.785,95.9534,123.425,569.795,Dry
177.5,156.982,95.7764,123.425,437.769,Dry
177.8,115.387,95.8472,123.425,590.641,Dry
178,136.184,96.2367,123.425,618.436,Dry
178.3,125.785,96.343,123.425,632.333,Dry
178.5,156.982,96.4492,123.425,653.18,Dry
178.8,188.178,96.5909,122.244,639.282,Dry
179,177.779,96.4492,121.063,604.538,Dry
179.3,188.178,96.2013,121.063,667.077,Dry
179.5,104.988,95.9534,121.063,674.026,Dry
179.8,120.586,95.918,118.11,618.436,Dry
180,167.38,95.1035,118.11,548.949,Dry
180.3,156.982,95.3514,119.291,528.103,Dry
180.5,94.589,94.7847,119.291,569.795,Dry
180.8,125.785,94.2535,122.244,576.744,Dry
181,84.1902,94.9264,123.425,514.205,Dry
181.3,104.988,95.1743,123.425,548.949,Dry
181.5,104.988,94.9972,123.425,597.59,Dry
181.8,115.387,97.4763,123.425,632.333,Dry
182,146.583,99.6721,123.425,819.949,Dry
182.3,73.7914,100.841,122.244,910.282,Dry
182.5,125.785,100.947,122.244,562.846,Dry
182.8,84.1902,99.7075,122.244,736.564,Dry
183,136.184,98.7867,121.063,708.769,Dry
183.3,125.785,98.1138,119.291,680.974,Dry
183.5,104.988,97.9013,119.291,705.295,Dry
183.8,146.583,97.618,118.11,639.282,Dry
184,94.589,97.4763,118.11,778.256,Dry
184.3,21.7975,98.0784,119.291,535.051,Dry
184.5,125.785,98.0784,119.291,722.667,Dry
184.8,188.178,97.7596,119.291,583.692,Dry
185,115.387,96.9805,119.291,729.615,Dry
185.3,52.9939,97.1576,119.291,611.487,Dry
185.5,84.1902,97.0867,119.291,722.667,Dry
185.8,125.785,96.6263,119.291,715.718,Dry
186,94.589,96.0951,119.291,701.82,Dry
186.3,84.1902,95.8472,122.244,729.615,Dry
186.5,125.785,95.8472,122.244,729.615,Dry
186.8,84.1902,96.1659,123.425,722.667,Dry
187,99.7883,96.3076,123.425,736.564,Dry
187.3,156.982,96.2722,123.425,715.718,Dry
187.5,219.374,97.8659,123.425,729.615,Dry
187.8,250.571,99.6012,123.425,611.487,Dry
188,115.387,100.451,123.425,736.564,Dry
188.3,255.77,101.337,123.425,625.385,Dry
188.5,396.153,101.691,123.425,660.128,Dry
188.8,229.773,102.399,123.425,604.538,Dry
189,250.571,104.134,125.197,736.564,Dry
189.3,208.975,104.701,126.378,708.769,Dry
189.5,182.979,104.914,129.331,865.115,Dry
189.8,94.589,104.63,130.512,694.872,Dry
190,104.988,103.072,133.465,722.667,Dry
190.3,146.583,101.514,133.465,569.795,Dry
190.5,115.387,99.8137,133.465,680.974,Dry
190.8,73.7914,98.5033,133.465,653.18,Dry
191,136.184,97.2638,132.283,548.949,Dry
191.3,167.38,96.768,129.331,583.692,Dry
191.5,115.387,96.3076,126.378,548.949,Dry
191.8,94.589,96.8388,123.425,569.795,Dry
192,94.589,96.4847,122.244,680.974,Dry
192.3,177.779,95.068,122.244,583.692,Dry
192.5,115.387,94.9972,122.244,486.41,Dry
192.8,104.988,94.5014,122.244,496.833,Dry
193,42.5951,96.6617,122.244,361.333,Dry
193.3,63.3926,96.2722,122.244,667.077,Dry
193.5,94.589,95.7055,122.244,576.744,Dry
193.8,84.1902,96.7149,122.244,722.667,Dry
194,125.785,97.8304,121.063,680.974,Dry
194.3,104.988,98.1138,121.063,576.744,Dry
194.5,167.38,96.343,121.063,555.897,Dry
194.8,188.178,94.7139,119.291,528.103,Dry
195,115.387,93.3681,119.291,548.949,Dry
195.3,94.589,92.7306,119.291,583.692,Dry
195.5,146.583,93.6514,119.291,611.487,Dry
195.8,125.785,94.2889,119.291,507.256,Dry
196,63.3926,94.3597,119.291,535.051,Dry
196.3,104.988,95.068,121.063,653.18,Dry
196.5,52.9939,97.6534,122.244,792.154,Dry
196.8,42.5951,99.07,123.425,660.128,Dry
197,42.5951,99.371,125.197,778.256,Dry
197.3,115.387,98.5388,125.197,618.436,Dry
197.5,52.9939,98.5033,126.378,611.487,Dry
197.8,84.1902,97.7242,126.378,750.462,Dry
198,52.9939,96.9096,132.283,597.59,Dry
198.3,94.589,97.1221,133.465,736.564,Dry
198.5,125.785,97.1576,136.417,743.513,Dry
198.8,84.1902,98.0429,136.417,674.026,Dry
199,125.785,100.593,138.78,708.769,Dry
199.3,32.1963,102.718,138.78,910.282,Dry
199.5,73.7914,103.284,140.551,736.564,Dry
199.8,32.1963,103.214,141.732,701.82,Dry
200,42.5951,102.576,142.913,729.615,Dry
200.3,84.1902,101.478,142.913,611.487,Dry
200.5,115.387,100.912,142.913,799.103,Dry
200.8,125.785,100.026,142.913,667.077,Dry
201,156.982,96.9805,141.732,660.128,Dry
201.3,84.1902,94.8201,137.598,618.436,Dry
201.5,136.184,94.3951,136.417,583.692,Dry
201.8,94.589,94.5368,133.465,583.692,Dry
202,125.785,93.7931,133.465,528.103,Dry
202.3,104.988,93.2618,123.425,674.026,Dry
202.5,198.577,93.2973,122.244,604.538,Dry
202.8,156.982,94.4306,122.244,632.333,Dry
203,115.387,94.5368,122.244,548.949,Dry
203.3,125.785,95.1035,122.244,507.256,Dry
203.5,73.7914,95.8118,122.244,597.59,Dry
203.8,94.589,96.2367,122.244,486.41,Dry
204,94.589,96.9096,122.244,479.462,Dry
204.3,94.589,97.4055,122.244,507.256,Dry
204.5,63.3926,96.6617,123.425,722.667,Dry
204.8,125.785,97.0513,123.425,430.821,Dry
205,146.583,96.4847,123.425,479.462,Dry
205.3,136.184,95.7055,123.425,535.051,Dry
205.5,104.988,95.7055,123.425,389.128,Dry
205.8,167.38,95.3159,123.425,555.897,Dry
206,84.1902,94.1826,123.425,562.846,Dry
206.3,104.988,95.2097,123.425,667.077,Dry
206.5,156.982,95.8826,123.425,569.795,Dry
206.8,125.785,94.0056,123.425,465.564,Dry
207,219.374,92.0577,122.244,423.872,Dry
207.3,78.9908,91.5265,122.244,583.692,Dry
207.5,115.387,92.5889,121.063,590.641,Dry
207.8,125.785,92.2702,119.291,625.385,Dry
208,115.387,91.8452,119.291,521.154,Dry
208.3,104.988,90.9952,116.929,611.487,Dry
208.5,177.779,88.5162,116.929,618.436,Dry
208.8,219.374,87.312,115.157,535.051,Dry
209,240.172,84.6913,115.157,569.795,Dry
209.3,198.577,83.8059,113.976,437.769,Dry
209.5,281.767,83.133,113.976,521.154,Dry
209.8,292.166,83.0976,113.976,528.103,Dry
210,323.362,83.4163,113.976,562.846,Dry
210.3,250.571,83.558,113.976,514.205,Dry
210.5,219.374,83.983,113.976,472.513,Dry
210.8,271.368,84.4788,113.976,535.051,Dry
211,448.147,85.2225,115.157,576.744,Dry
211.3,500.141,86.1787,115.157,583.692,Dry
211.5,333.761,87.3475,116.929,562.846,Dry
211.8,375.356,88.7641,118.11,486.41,Dry
212,437.748,90.1807,118.11,583.692,Dry
212.3,312.963,92.5889,121.063,611.487,Dry
212.5,136.184,94.3951,122.244,694.872,Dry
212.8,188.178,95.6878,122.244,653.18,Dry
213,104.988,93.5806,122.244,535.051,Dry
213.3,136.184,92.0223,122.244,583.692,Dry
213.5,104.988,91.6327,121.063,542,Dry
213.8,146.583,91.9515,121.063,528.103,Dry
214,125.785,92.6598,119.291,701.82,Dry
214.3,323.362,91.5265,118.11,542,Dry
214.5,94.589,89.1182,116.929,500.308,Dry
214.8,73.7914,86.9225,116.929,486.41,Dry
215,94.589,85.7537,115.157,569.795,Dry
215.3,167.38,85.5058,113.976,555.897,Dry
215.5,104.988,85.1871,112.795,493.359,Dry
215.8,146.583,83.9476,111.024,583.692,Dry
216,136.184,82.7434,109.843,514.205,Dry
216.3,146.583,81.256,109.843,528.103,Dry
216.5,94.589,79.6977,109.843,639.282,Dry
216.8,84.1902,78.8831,109.843,535.051,Dry
217,156.982,78.3165,109.843,535.051,Dry
217.3,94.589,78.1394,109.843,583.692,Dry
217.5,125.785,78.4582,109.843,535.051,Dry
217.8,177.779,78.1748,109.843,472.513,Dry
218,136.184,78.5998,109.843,562.846,Dry
218.3,73.7914,78.3165,109.843,409.974,Dry
218.5,125.785,78.7061,109.843,625.385,Dry
218.8,136.184,80.1935,109.843,528.103,Dry
219,73.7914,81.1852,111.024,611.487,Dry
219.3,198.577,81.7164,112.795,583.692,Dry
219.5,136.184,82.708,112.795,771.308,Dry
219.8,125.785,82.4247,112.795,562.846,Dry
220,156.982,82.6372,113.976,444.718,Dry
220.3,94.589,82.0351,113.976,514.205,Dry
220.5,115.387,82.7611,113.976,604.538,Dry
220.8,94.589,83.9121,113.976,590.641,Dry
221,94.589,85.1517,113.976,514.205,Dry
221.3,177.779,87.4537,115.157,535.051,Dry
221.5,136.184,89.862,116.929,701.82,Dry
221.8,156.982,92.0223,116.929,764.359,Dry
222,125.785,89.9682,119.291,555.897,Dry
222.3,136.184,90.7828,119.291,507.256,Dry
222.5,136.184,90.464,121.063,660.128,Dry
222.8,146.583,92.8723,121.063,618.436,Dry
223,198.577,97.1576,122.244,771.308,Dry
223.3,177.779,102.08,125.197,896.385,Dry
223.5,240.172,106.684,133.465,1014.51,Dry
223.8,208.975,103.355,141.732,889.436,Dry
224,208.975,96.0243,142.913,562.846,Dry
224.3,94.589,90.9598,138.78,493.359,Dry
224.5,167.38,87.9495,130.512,562.846,Dry
224.8,136.184,86.71,122.244,552.423,Dry
225,156.982,88.0203,122.244,597.59,Dry
225.3,115.387,88.888,122.244,680.974,Dry
225.5,219.374,92.4827,122.244,590.641,Dry
225.8,167.38,90.7473,119.291,548.949,Dry
226,593.73,89.5078,113.976,562.846,Dry
226.3,188.178,88.9412,113.976,486.41,Dry
226.5,136.184,86.4266,113.976,569.795,Dry
226.8,125.785,87.5245,115.157,500.308,Dry
227,115.387,86.285,115.157,451.667,Dry
227.3,104.988,85.2225,115.157,507.256,Dry
227.5,146.583,86.9225,115.157,437.769,Dry
227.8,125.785,86.9579,115.157,458.615,Dry
228,167.38,85.8954,115.157,548.949,Dry
228.3,125.785,85.2225,115.157,674.026,Dry
228.5,146.583,86.3912,113.976,618.436,Dry
228.8,104.988,86.9579,113.976,687.923,Dry
229,136.184,87.737,113.976,868.59,Dry
229.3,156.982,89.5078,113.976,590.641,Dry
229.5,146.583,89.4724,113.976,736.564,Dry
229.8,125.785,88.2683,113.976,542,Dry
230,115.387,87.2412,113.976,632.333,Dry
230.3,146.583,86.9579,113.976,687.923,Dry
230.5,125.785,88.2505,108.661,590.641,Dry
230.8,115.387,88.6224,108.661,771.308,Dry
231,115.387,88.3391,108.661,611.487,Dry
231.3,156.982,88.5162,108.661,562.846,Dry
231.5,84.1902,88.0558,108.661,611.487,Dry
231.8,198.577,87.8079,108.661,569.795,Dry
232,177.779,87.5954,108.661,680.974,Dry
232.3,84.1902,87.7724,108.661,583.692,Dry
232.5,136.184,86.9579,109.843,555.897,Dry
232.8,94.589,87.135,111.024,687.923,Dry
233,229.773,85.9662,111.024,625.385,Dry
233.3,104.988,84.4788,111.024,555.897,Dry
233.5,104.988,84.7975,111.024,611.487,Dry
233.8,136.184,85.01,111.024,590.641,Dry
234,84.1902,86.3912,112.795,583.692,Dry
234.3,94.589,88.5162,113.976,382.179,Dry
234.5,94.589,92.1285,115.157,597.59,Dry
234.8,125.785,94.7493,116.929,465.564,Dry
235,156.982,95.7409,118.11,521.154,Dry
235.3,125.785,97.37,121.063,705.295,Dry
235.5,156.982,98.6096,121.063,729.615,Dry
235.8,94.589,99.0346,121.063,625.385,Dry
236,156.982,98.0784,121.063,653.18,Dry
236.3,94.589,96.4847,121.063,604.538,Dry
236.5,125.785,93.191,121.063,535.051,Dry
236.8,73.7914,91.1015,121.063,555.897,Dry
237,167.38,89.0828,121.063,562.846,Dry
237.3,208.975,90.0036,118.11,680.974,Dry
237.5,208.975,91.4557,116.929,569.795,Dry
237.8,115.387,92.2525,116.929,451.667,Dry
238,125.785,91.6327,113.976,528.103,Dry
238.3,104.988,90.5349,112.795,604.538,Dry
238.5,208.975,89.4016,112.795,604.538,Dry
238.8,177.779,89.4724,112.795,548.949,Dry
239,130.985,89.5078,112.795,528.103,Dry
239.3,125.785,88.0203,112.795,552.423,Dry
239.5,136.184,86.6037,112.795,535.051,Dry
239.8,115.387,84.3017,112.795,569.795,Dry
240,136.184,80.9727,111.024,437.769,Dry
240.3,188.178,77.1478,111.024,458.615,Dry
240.5,94.589,74.2791,109.843,507.256,Dry
240.8,104.988,72.0479,109.843,458.615,Dry
241,104.988,69.498,109.843,569.795,Dry
241.3,125.785,69.2501,108.661,375.231,Dry
241.5,136.184,70.773,106.89,514.205,Dry
241.8,84.1902,70.5605,104.528,409.974,Dry
242,156.982,70.1709,102.756,479.462,Dry
242.3,146.583,70.7199,100.394,500.308,Dry
242.5,94.589,69.7105,97.4409,423.872,Dry
242.8,84.1902,69.0022,93.3071,507.256,Dry
243,198.577,68.4001,91.5354,451.667,Dry
243.3,115.387,68.0106,91.5354,479.462,Dry
243.5,177.779,67.4085,91.5354,521.154,Dry
243.8,156.982,67.2314,91.5354,535.051,Dry
244,136.184,67.8689,91.5354,430.821,Dry
244.3,146.583,67.4085,90.3543,444.718,Dry
244.5,104.988,67.2314,90.3543,451.667,Dry
244.8,141.383,67.7627,90.3543,423.872,Dry
245,208.975,68.8251,90.3543,444.718,Dry
245.3,125.785,68.5418,89.1732,507.256,Dry
245.5,104.988,68.648,89.1732,451.667,Dry
245.8,177.779,69.1085,89.1732,451.667,Dry
246,198.577,67.9397,89.1732,423.872,Dry
246.3,146.583,66.9127,91.5354,354.385,Dry
246.5,136.184,65.7794,94.4882,375.231,Dry
246.8,177.779,65.4961,94.4882,382.179,Dry
247,250.571,66.5939,95.6693,486.41,Dry
247.3,136.184,68.7897,95.6693,479.462,Dry
247.5,136.184,69.6751,95.6693,507.256,Dry
247.8,115.387,67.621,95.6693,542,Dry
248,146.583,65.9565,95.6693,486.41,Dry
248.3,156.982,65.744,95.6693,389.128,Dry
248.5,104.988,66.0627,95.6693,458.615,Dry
248.8,73.7914,67.0189,95.6693,569.795,Dry
249,208.975,68.6126,95.6693,618.436,Dry
249.3,146.583,69.1793,95.6693,583.692,Dry
249.5,188.178,70.5959,95.6693,493.359,Dry
249.8,73.7914,71.623,95.6693,479.462,Dry
250,73.7914,70.3126,95.6693,528.103,Dry
250.3,94.589,70.0293,97.4409,423.872,Dry
250.5,115.387,69.5334,98.622,389.128,Dry
250.8,125.785,69.073,98.622,444.718,Dry
251,73.7914,69.8876,104.528,548.949,Dry
251.3,156.982,70.7021,111.024,403.026,Dry
251.5,146.583,71.3396,115.157,382.179,Dry
251.8,136.184,72.9687,118.11,486.41,Dry
252,292.166,77.8561,123.425,507.256,Dry
252.3,260.969,87.8433,136.167,555.897,Dry
252.5,198.577,96.3784,142.634,639.282,Dry
252.8,73.7914,102.08,160.826,625.385,Dry
253,42.5951,108.88,181.186,576.744,Dry
253.3,32.1963,113.059,205.028,708.769,Dry
253.5,115.387,116.176,224.287,799.103,Dry
253.8,104.988,119.823,242.444,597.59,Dry
254,136.184,119.505,249.337,625.385,Dry
254.3,94.589,120.78,262.129,632.333,Fresh_Water
254.5,115.387,120.178,267.281,646.231,Fresh_Water
254.8,156.982,121.028,269.359,576.744,Fresh_Water
255,89.3896,122.409,271.793,555.897,Fresh_Water
255.3,115.387,122.055,271.865,792.154,Fresh_Water
255.5,104.988,122.728,272.255,604.538,Fresh_Water
255.8,104.988,122.126,271.225,660.128,Fresh_Water
256,94.589,122.019,270.052,701.82,Fresh_Water
256.3,63.3926,121.842,267.672,611.487,Fresh_Water
256.5,73.7914,121.736,266.286,590.641,Fresh_Water
256.8,32.1963,121.842,265.753,785.205,Fresh_Water
257,32.1963,121.807,264.651,701.82,Fresh_Water
257.3,63.3926,122.303,264.261,674.026,Fresh_Water
257.5,115.387,121.913,265.611,701.82,Fresh_Water
257.8,94.589,121.24,266.606,674.026,Fresh_Water
258,94.589,120.319,267.636,514.205,Fresh_Water
258.3,84.1902,119.186,267.814,667.077,Fresh_Water
258.5,52.9939,117.096,266.997,618.436,Fresh_Water
258.8,42.5951,115.149,266.179,667.077,Fresh_Water
259,42.5951,113.643,265.184,646.231,Fresh_Water
259.3,21.7975,113.059,264.261,646.231,Fresh_Water
259.5,32.1963,113.059,263.017,819.949,Fresh_Water
259.8,63.3926,113.059,261.738,680.974,Fresh_Water
260,32.1963,113.059,261.24,701.82,Fresh_Water
260.3,104.988,112.581,260.707,701.82,Fresh_Water
260.5,52.9939,111.926,260.21,826.897,Fresh_Water
260.8,63.3926,111.288,259.499,819.949,Fresh_Water
261,42.5951,110.828,258.682,778.256,Fresh_Water
261.3,52.9939,110.722,258.327,743.513,Fresh_Water
261.5,11.3988,110.651,257.012,861.641,Fresh_Water
261.8,32.1963,110.863,256.159,882.487,Fresh_Water
262,42.5951,110.722,255.911,924.18,Fresh_Water
262.3,42.5951,110.545,256.017,750.462,Fresh_Water
262.5,63.3926,110.828,255.946,750.462,Fresh_Water
262.8,42.5951,111.147,254.56,792.154,Fresh_Water
263,63.3926,111.536,253.494,639.282,Fresh_Water
263.3,32.1963,111.749,254.098,653.18,Fresh_Water
263.5,11.3988,111.89,254.312,806.051,Fresh_Water
263.8,52.9939,112.245,254.809,917.231,Fresh_Water
264,21.7975,112.386,254.276,924.18,Fresh_Water
264.3,32.1963,112.67,254.383,868.59,Fresh_Water
264.5,52.9939,112.953,254.312,979.769,Fresh_Water
264.8,21.7975,113.272,253.885,1035.36,Fresh_Water
265,52.9939,113.697,253.388,938.077,Fresh_Water
265.3,32.1963,114.228,253.246,948.819,Fresh_Water
265.5,42.5951,114.759,253.885,931.102,Fresh_Water
265.8,21.7975,115.503,254.88,944.882,Fresh_Water
266,73.7914,116.317,255.022,931.102,Fresh_Water
266.3,32.1963,117.344,255.306,938.077,Fresh_Water
266.5,73.7914,118.159,255.484,940.945,Fresh_Water
266.8,63.3926,118.761,255.768,935.039,Fresh_Water
267,42.5951,118.903,256.337,907.48,Fresh_Water
267.3,21.7975,118.779,257.012,889.764,Fresh_Water
267.5,63.3926,118.513,258.469,935.039,Fresh_Water
267.8,21.7975,118.194,259.748,958.661,Fresh_Water
268,11.3988,117.911,260.601,948.819,Fresh_Water
268.3,32.1963,117.805,261.169,921.26,Fresh_Water
268.5,63.3926,117.699,261.454,940.945,Fresh_Water
268.8,1,117.38,261.205,954.724,Fresh_Water
269,11.3988,116.742,258.895,968.504,Fresh_Water
269.3,21.7975,116.247,259.286,958.661,Fresh_Water
269.5,21.7975,115.503,258.54,940.945,Fresh_Water
269.8,63.3926,114.759,258.611,993.667,Fresh_Water
270,32.1963,114.369,258.504,940.945,Fresh_Water
270.3,11.3988,114.299,258.114,954.724,Fresh_Water
270.5,32.1963,114.086,258.327,954.724,Fresh_Water
270.8,11.3988,114.015,257.936,968.504,Fresh_Water
271,42.5951,113.874,257.616,972.82,Fresh_Water
271.3,11.3988,113.874,257.048,976.295,Fresh_Water
271.5,11.3988,113.661,256.301,882.487,Fresh_Water
271.8,32.1963,113.342,255.449,954.724,Fresh_Water
272,1,113.059,254.383,958.661,Fresh_Water
272.3,32.1963,113.059,254.347,958.661,Fresh_Water
272.5,21.7975,112.634,254.525,940.945,Fresh_Water
272.8,21.7975,112.563,254.063,940.945,Fresh_Water
273,21.7975,112.634,254.169,958.661,Fresh_Water
273.3,42.5951,112.776,253.548,948.819,Fresh_Water
273.5,21.7975,112.528,252.89,940.945,Fresh_Water
273.8,21.7975,112.492,252.18,903.333,Fresh_Water
274,21.7975,112.209,252.215,889.436,Fresh_Water
274.3,32.1963,111.749,252.038,1000.62,Fresh_Water
274.5,52.9939,111.43,252.464,1077.05,Fresh_Water
274.8,21.7975,111.359,252.89,826.897,Fresh_Water
275,32.1963,111.288,253.388,1077.05,Fresh_Water
275.3,11.3988,111.182,252.819,945.026,Fresh_Water
275.5,32.1963,111.253,250.012,972.82,Fresh_Water
275.8,73.7914,111.182,248.911,924.18,Fresh_Water
276,52.9939,110.297,248.093,1007.56,Fresh_Water
276.3,11.3988,109.765,246.459,927.654,Fresh_Water
276.5,21.7975,109.765,245.571,771.308,Fresh_Water
276.8,42.5951,109.34,245.642,938.077,Fresh_Water
277,11.3988,109.163,245.038,924.18,Fresh_Water
277.3,42.5951,109.163,243.439,674.026,Fresh_Water
277.5,52.9939,109.411,241.449,729.615,Fresh_Water
277.8,1,108.774,241.271,701.82,Fresh_Water
278,21.7975,108.207,242.621,667.077,Fresh_Water
278.3,32.1963,107.959,242.906,774.782,Fresh_Water
278.5,32.1963,107.888,242.621,611.487,Fresh_Water
278.8,1,108.066,244.043,701.82,Fresh_Water
279,21.7975,107.959,244.789,729.615,Fresh_Water
279.3,1,107.995,245.073,625.385,Fresh_Water
279.5,1,108.42,241.804,771.308,Fresh_Water
279.8,32.1963,109.234,240.028,771.308,Fresh_Water
280,52.9939,108.703,239.672,819.949,Fresh_Water
280.3,1,108.03,239.441,806.051,Fresh_Water
280.5,11.3988,108.101,239.424,660.128,Fresh_Water
280.8,52.9939,108.066,240.17,653.18,Fresh_Water
281,63.3926,108.313,240.241,653.18,Fresh_Water
281.3,21.7975,108.313,238.891,674.026,Fresh_Water
281.5,52.9939,108.526,239.797,667.077,Fresh_Water
281.8,21.7975,108.278,239.992,813,Fresh_Water
282,32.1963,108.774,239.85,760.885,Fresh_Water
282.3,21.7975,109.765,238.464,625.385,Fresh_Water
282.5,84.1902,110.793,239.388,555.897,Fresh_Water
282.8,94.589,111.43,239.885,653.18,Fresh_Water
283,32.1963,112.847,244.149,826.897,Fresh_Water
283.3,1,113.767,246.246,945.026,Fresh_Water
283.5,11.3988,115.432,247.987,819.949,Fresh_Water
283.8,32.1963,115.91,248.093,701.82,Fresh_Water
284,42.5951,115.857,249.87,785.205,Fresh_Water
284.3,11.3988,115.149,248.022,979.769,Fresh_Water
284.5,21.7975,114.972,247.951,924.18,Fresh_Water
284.8,84.1902,114.263,247.738,785.205,Fresh_Water
285,21.7975,113.201,246.246,931.128,Fresh_Water
285.3,32.1963,112.74,244.753,875.538,Fresh_Water
285.5,32.1963,112.067,244.363,896.385,Fresh_Water
285.8,11.3988,111.182,243.616,938.077,Fresh_Water
286,16.5982,110.58,242.977,743.513,Fresh_Water
286.3,63.3926,110.545,241.52,833.846,Fresh_Water
286.5,11.3988,109.943,240.418,764.359,Fresh_Water
286.8,42.5951,109.553,239.139,576.744,Fresh_Water
287,21.7975,109.163,239.424,760.885,Fresh_Water
287.3,73.7914,108.809,238.784,687.923,Fresh_Water
287.5,63.3926,108.986,239.21,569.795,Fresh_Water
287.8,52.9939,108.916,238.056,632.333,Fresh_Water
288,42.5951,108.845,238.358,583.692,Fresh_Water
288.3,52.9939,108.561,238.464,701.82,Fresh_Water
288.5,115.387,107.959,238.571,743.513,Fresh_Water
288.8,104.988,108.243,238.464,555.897,Fresh_Water
289,73.7914,108.136,238.997,590.641,Fresh_Water
289.3,11.3988,108.243,240.845,674.026,Fresh_Water
289.5,1,108.384,238.535,743.513,Fresh_Water
289.8,32.1963,109.305,239.104,729.615,Fresh_Water
290,1,109.606,237.398,625.385,Fresh_Water
290.3,1,109.518,238.127,715.718,Fresh_Water
290.5,32.1963,110.013,243.936,847.744,Fresh_Water
290.8,1,109.518,243.368,729.615,Fresh_Water
291,32.1963,110.793,243.723,618.436,Fresh_Water
291.3,42.5951,110.899,245.393,708.769,Fresh_Water
291.5,32.1963,110.97,245.322,792.154,Fresh_Water
291.8,21.7975,110.899,243.83,764.359,Fresh_Water
292,11.3988,110.686,244.54,872.064,Fresh_Water
292.3,52.9939,110.615,244.363,882.487,Fresh_Water
292.5,42.5951,109.624,245.429,819.949,Fresh_Water
292.8,42.5951,109.234,244.238,736.564,Fresh_Water
293,52.9939,110.19,243.972,764.359,Fresh_Water
293.3,11.3988,110.368,245.18,729.615,Fresh_Water
293.5,11.3988,109.836,245.855,972.82,Fresh_Water
293.8,1,109.943,245.713,889.436,Fresh_Water
294,11.3988,110.19,245.588,958.923,Fresh_Water
294.3,21.7975,109.978,243.794,1014.51,Fresh_Water
294.5,1,109.73,244.682,1049.26,Fresh_Water
294.8,1,109.199,243.723,847.744,Fresh_Water
295,11.3988,109.588,242.515,986.718,Fresh_Water
295.3,63.3926,109.765,242.319,868.59,Fresh_Water
295.5,32.1963,110.084,241.52,910.282,Fresh_Water
295.8,32.1963,110.545,240.88,938.077,Fresh_Water
296,63.3926,111.005,241.307,958.923,Fresh_Water
296.3,21.7975,110.615,242.835,868.59,Fresh_Water
296.5,52.9939,110.368,244.682,882.487,Fresh_Water
296.8,63.3926,110.686,245.926,701.82,Fresh_Water
297,32.1963,111.147,245.962,771.308,Fresh_Water
297.3,42.5951,111.359,246.779,861.641,Fresh_Water
297.5,21.7975,110.899,247.383,979.769,Fresh_Water
297.8,32.1963,110.545,247.774,903.333,Fresh_Water
