     Depth,     GAMMA,  RES(16N),  RES(64N),   NEUTRON,Outcome
298,52.9939,110.615,247.312,1049.26,Fresh_Water
298.3,52.9939,110.403,247.17,875.538,Fresh_Water
298.5,21.7975,110.12,246.637,778.256,Fresh_Water
298.8,73.7914,109.305,246.246,799.103,Fresh_Water
299,52.9939,108.278,244.789,764.359,Fresh_Water
299.3,73.7914,107.463,241.556,771.308,Fresh_Water
299.5,73.7914,107.818,238.855,729.615,Fresh_Water
299.8,42.5951,108.809,235.551,646.231,Fresh_Water
300,104.988,110.12,231.713,628.859,Fresh_Water
300.3,21.7975,110.934,229.226,799.103,Fresh_Water
300.5,42.5951,110.297,247.632,792.154,Fresh_Water
300.8,32.1963,108.88,246.85,833.846,Fresh_Water
301,21.7975,115.857,238.855,819.949,Fresh_Water
301.3,11.3988,122.834,234.129,548.949,Fresh_Water
301.5,32.1963,118.336,230.434,826.897,Fresh_Water
301.8,42.5951,120.001,225.495,917.231,Fresh_Water
302,21.7975,124.215,220.982,924.18,Fresh_Water
302.3,73.7914,125.065,217.251,778.256,Fresh_Water
302.5,104.988,125.95,221.622,729.615,Fresh_Water
302.8,47.7945,126.659,222.794,764.359,Fresh_Water
303,32.1963,127.579,223.399,736.564,Fresh_Water
303.3,11.3988,128.111,224.749,931.128,Fresh_Water
303.5,11.3988,129.315,224.926,840.795,Fresh_Water
303.8,42.5951,130.165,226.774,882.487,Fresh_Water
304,11.3988,131.369,226.987,917.231,Fresh_Water
304.3,11.3988,132.219,227.947,785.205,Fresh_Water
304.5,32.1963,133.246,229.013,931.128,Fresh_Water
304.8,42.5951,133.458,228.942,847.744,Fresh_Water
305,1,134.202,229.652,847.744,Fresh_Water
305.3,1,135.052,230.754,1042.31,Fresh_Water
305.5,21.7975,136.54,232.068,875.538,Fresh_Water
305.8,26.9969,137.992,232.637,931.128,Fresh_Water
306,42.5951,138.381,233.703,750.462,Fresh_Water
306.3,32.1963,138.133,234.733,611.487,Fresh_Water
306.5,63.3926,138.204,235.479,861.641,Fresh_Water
306.8,52.9939,138.594,236.155,896.385,Fresh_Water
307,1,139.267,236.084,1014.51,Fresh_Water
307.3,42.5951,139.692,236.155,1028.41,Fresh_Water
307.5,11.3988,140.471,237.327,1084,Fresh_Water
307.8,32.1963,140.789,237.86,1007.56,Fresh_Water
308,11.3988,141.144,239.495,951.974,Fresh_Water
308.3,21.7975,141.002,240.383,938.077,Fresh_Water
308.5,52.9939,140.754,240.703,965.872,Fresh_Water
308.8,11.3988,140.542,241.52,945.026,Fresh_Water
309,21.7975,140.648,242.515,917.231,Fresh_Water
309.3,32.1963,140.896,243.936,896.385,Fresh_Water
309.5,1,141.675,245.393,833.846,Fresh_Water
309.8,11.3988,141.852,246.743,986.718,Fresh_Water
310,21.7975,142.1,246.423,944.882,Fresh_Water
310.3,1,142.242,246.388,954.724,Fresh_Water
310.5,32.1963,142.1,247.454,958.661,Fresh_Water
310.8,1,141.852,248.2,944.882,Fresh_Water
311,11.3988,141.887,248.342,935.039,Fresh_Water
311.3,21.7975,142.029,253.139,940.945,Fresh_Water
311.5,11.3988,141.675,262.555,972.441,Fresh_Water
311.8,11.3988,141.427,257.225,972.441,Fresh_Water
312,21.7975,141.994,244.789,968.504,Fresh_Water
312.3,73.7914,137.283,233.809,684.449,Fresh_Water
312.5,125.785,126.836,224.891,555.897,Fresh_Water
312.8,104.988,123.825,219.099,660.128,Fresh_Water
313,146.583,127.225,210.429,701.82,Fresh_Water
313.3,94.589,131.404,198.704,604.538,Fresh_Water
313.5,84.1902,129.492,201.44,722.667,Fresh_Water
313.8,94.589,126.269,205.17,625.385,Fresh_Water
314,63.3926,126.942,212.81,958.923,Fresh_Water
314.3,42.5951,130.59,219.383,910.282,Fresh_Water
314.5,1,132.042,223.256,750.462,Fresh_Water
314.8,42.5951,133.317,229.084,785.205,Fresh_Water
315,21.7975,134.131,231.322,889.436,Fresh_Water
315.3,1,134.84,233.809,736.564,Fresh_Water
315.5,32.1963,135.619,236.51,979.769,Fresh_Water
315.8,104.988,136.079,242.088,743.513,Fresh_Water
316,21.7975,136.61,238.606,854.692,Fresh_Water
316.3,21.7975,137.673,232.53,861.641,Fresh_Water
316.5,42.5951,136.044,226.17,868.59,Fresh_Water
316.8,42.5951,134.769,219.49,680.974,Fresh_Water
317,73.7914,133.848,215.581,778.256,Fresh_Water
317.3,104.988,134.911,215.724,743.513,Fresh_Water
317.5,32.1963,135.335,217.109,813,Fresh_Water
317.8,52.9939,135.902,221.444,792.154,Fresh_Water
318,42.5951,136.681,227.307,785.205,Fresh_Water
318.3,11.3988,137.071,231.855,778.256,Fresh_Water
318.5,104.988,138.275,234.307,646.231,Fresh_Water
318.8,21.7975,138.842,236.652,632.333,Fresh_Water
319,21.7975,137.319,236.617,722.667,Fresh_Water
319.3,94.589,135.158,237.043,799.103,Fresh_Water
319.5,11.3988,133.99,236.794,687.923,Fresh_Water
319.8,32.1963,131.723,236.545,938.077,Fresh_Water
320,63.3926,129.952,235.728,785.205,Fresh_Water
320.3,1,128.252,234.058,729.615,Fresh_Water
320.5,1,126.765,232.886,687.923,Fresh_Water
320.8,1,125.95,231.198,674.026,Fresh_Water
321,11.3988,126.092,228.409,799.103,Fresh_Water
321.3,42.5951,126.836,226.294,680.974,Fresh_Water
321.5,32.1963,127.934,225.566,660.128,Fresh_Water
321.8,73.7914,129.067,225.815,806.051,Fresh_Water
322,21.7975,130.448,227.485,833.846,Fresh_Water
322.3,52.9939,130.997,225.886,750.462,Fresh_Water
322.5,11.3988,130.625,224.784,826.897,Fresh_Water
322.8,1,130.306,225.708,778.256,Fresh_Water
323,52.9939,128.713,225.957,778.256,Fresh_Water
323.3,42.5951,128.323,225.53,826.897,Fresh_Water
323.5,11.3988,128.465,224.749,903.333,Fresh_Water
323.8,21.7975,128.288,225.14,743.513,Fresh_Water
324,11.3988,128.288,226.206,833.846,Fresh_Water
324.3,11.3988,128.252,225.673,757.41,Fresh_Water
324.5,11.3988,128.819,225.495,785.205,Fresh_Water
324.8,1,129.209,225.637,757.41,Fresh_Water
325,37.3957,129.846,225.388,764.359,Fresh_Water
325.3,32.1963,130.661,224.642,903.333,Fresh_Water
325.5,16.5982,131.015,224.784,757.41,Fresh_Water
325.8,1,131.086,225.459,889.436,Fresh_Water
326,11.3988,130.767,226.17,806.051,Fresh_Water
326.3,21.7975,130.59,226.596,806.051,Fresh_Water
326.5,21.7975,130.306,227.2,743.513,Fresh_Water
326.8,11.3988,129.882,228.018,576.744,Fresh_Water
327,11.3988,129.563,228.089,764.359,Fresh_Water
327.3,52.9939,129.386,228.195,625.385,Fresh_Water
327.5,1,129.032,228.622,771.308,Fresh_Water
327.8,32.1963,128.854,229.19,674.026,Fresh_Water
328,16.5982,129.527,229.546,667.077,Fresh_Water
328.3,11.3988,130.342,228.693,778.256,Fresh_Water
328.5,1,131.829,228.089,847.744,Fresh_Water
328.8,21.7975,132.042,230.86,861.641,Fresh_Water
329,11.3988,131.546,230.327,833.846,Fresh_Water
329.3,16.5982,130.731,229.546,861.641,Fresh_Water
329.5,52.9939,130.59,229.332,743.513,Fresh_Water
329.8,32.1963,129.35,226.028,778.256,Fresh_Water
330,1,128.854,173.724,868.59,Fresh_Water
330.3,11.3988,128.217,155.212,736.564,Fresh_Water
330.5,73.7914,121.488,153.862,625.385,Fresh_Water
330.8,11.3988,110.686,151.837,646.231,Fresh_Water
331,21.7975,111.182,151.232,493.359,Fresh_Water
331.3,52.9939,111.111,152.014,646.231,Fresh_Water
331.5,11.3988,111.288,181.364,701.82,Fresh_Water
331.8,21.7975,111.713,211.815,813,Fresh_Water
332,32.1963,115.644,222.652,813,Fresh_Water
332.3,1,122.621,222.226,701.82,Fresh_Water
332.5,73.7914,127.721,221.871,701.82,Fresh_Water
332.8,42.5951,129.634,221.835,778.256,Fresh_Water
333,21.7975,130.023,222.368,618.436,Fresh_Water
333.3,42.5951,130.59,222.013,694.872,Fresh_Water
333.5,52.9939,131.263,221.124,680.974,Fresh_Water
333.8,52.9939,131.581,220.947,764.359,Fresh_Water
334,21.7975,132.113,221.409,778.256,Fresh_Water
334.3,21.7975,132.927,222.404,792.154,Fresh_Water
334.5,52.9939,133.777,223.434,719.192,Fresh_Water
334.8,11.3988,134.238,223.683,861.641,Fresh_Water
335,21.7975,134.362,223.932,583.692,Fresh_Water
335.3,1,134.096,224.749,667.077,Fresh_Water
335.5,1,133.706,225.388,743.513,Fresh_Water
335.8,11.3988,133.883,226.277,757.41,Fresh_Water
336,1,133.883,226.774,771.308,Fresh_Water
336.3,1,133.458,227.556,771.308,Fresh_Water
336.5,63.3926,132.467,227.378,792.154,Fresh_Water
336.8,1,131.688,227.129,757.41,Fresh_Water
337,1,130.731,226.277,680.974,Fresh_Water
337.3,1,129.846,225.495,653.18,Fresh_Water
337.5,11.3988,129.35,224.393,625.385,Fresh_Water
337.8,32.1963,128.89,222.937,757.41,Fresh_Water
338,21.7975,128.677,222.368,736.564,Fresh_Water
338.3,32.1963,128.713,222.457,667.077,Fresh_Water
338.5,21.7975,129.173,222.226,736.564,Fresh_Water
338.8,32.1963,129.952,222.83,743.513,Fresh_Water
339,32.1963,130.554,222.972,819.949,Fresh_Water
339.3,11.3988,131.298,223.043,764.359,Fresh_Water
339.5,11.3988,131.9,224.003,847.744,Fresh_Water
339.8,42.5951,131.794,224.109,785.205,Fresh_Water
340,11.3988,131.723,223.221,708.769,Fresh_Water
340.3,52.9939,131.829,222.439,680.974,Fresh_Water
340.5,21.7975,132.431,222.581,799.103,Fresh_Water
340.8,32.1963,133.883,222.688,757.41,Fresh_Water
341,11.3988,135.088,222.759,785.205,Fresh_Water
341.3,11.3988,135.938,224.358,826.897,Fresh_Water
341.5,11.3988,135.265,225.53,736.564,Fresh_Water
341.8,32.1963,133.99,226.632,694.872,Fresh_Water
342,11.3988,132.148,226.419,715.718,Fresh_Water
342.3,42.5951,130.661,226.241,722.667,Fresh_Water
342.5,32.1963,129.882,225.033,625.385,Fresh_Water
342.8,32.1963,129.634,223.967,736.564,Fresh_Water
343,32.1963,129.315,222.759,694.872,Fresh_Water
343.3,73.7914,128.854,222.013,486.41,Fresh_Water
343.5,52.9939,128.642,221.977,576.744,Fresh_Water
343.8,42.5951,128.182,220.769,618.436,Fresh_Water
344,11.3988,128.164,219.845,722.667,Fresh_Water
344.3,11.3988,127.827,219.49,548.949,Fresh_Water
344.5,1,127.332,218.921,562.846,Fresh_Water
344.8,11.3988,127.898,219.135,583.692,Fresh_Water
345,11.3988,128.004,219.312,583.692,Fresh_Water
345.3,11.3988,128.04,219.81,514.205,Fresh_Water
345.5,32.1963,128.004,219.97,694.872,Fresh_Water
345.8,37.3957,127.863,219.845,583.692,Fresh_Water
346,21.7975,127.65,220.13,611.487,Fresh_Water
346.3,32.1963,127.792,219.312,604.538,Fresh_Water
346.5,32.1963,128.146,218.282,694.872,Fresh_Water
346.8,21.7975,128.217,216.932,493.359,Fresh_Water
347,11.3988,127.969,217.216,632.333,Fresh_Water
347.3,32.1963,128.182,218.388,667.077,Fresh_Water
347.5,11.3988,128.252,219.241,639.282,Fresh_Water
347.8,21.7975,128.819,220.734,514.205,Fresh_Water
348,32.1963,128.819,221.835,548.949,Fresh_Water
348.3,32.1963,128.677,221.231,597.59,Fresh_Water
348.5,42.5951,128.677,220.343,757.41,Fresh_Water
348.8,21.7975,128.429,219.561,701.82,Fresh_Water
349,1,127.898,219.81,694.872,Fresh_Water
349.3,42.5951,127.615,219.135,507.256,Fresh_Water
349.5,21.7975,127.615,218.886,486.41,Fresh_Water
349.8,6.19939,127.615,218.85,594.115,Fresh_Water
350,42.5951,127.757,218.602,618.436,Fresh_Water
350.3,21.7975,128.004,218.993,840.795,Fresh_Water
350.5,11.3988,127.473,218.495,625.385,Fresh_Water
350.8,63.3926,126.588,218.069,583.692,Fresh_Water
351,32.1963,126.057,217.962,736.564,Fresh_Water
351.3,1,125.525,217.678,535.051,Fresh_Water
351.5,11.3988,125.313,217.216,653.18,Fresh_Water
351.8,32.1963,125.277,215.581,528.103,Fresh_Water
352,11.3988,125.561,215.084,639.282,Fresh_Water
352.3,42.5951,125.88,214.48,555.897,Fresh_Water
352.5,42.5951,126.659,214.196,715.718,Fresh_Water
352.8,52.9939,127.438,214.764,660.128,Fresh_Water
353,32.1963,127.225,215.226,694.872,Fresh_Water
353.3,1,126.977,215.937,743.513,Fresh_Water
353.5,21.7975,126.482,215.795,562.846,Fresh_Water
353.8,11.3988,125.88,215.084,521.154,Fresh_Water
354,6.19939,125.419,214.871,618.436,Fresh_Water
354.3,32.1963,125.561,213.84,569.795,Fresh_Water
354.5,11.3988,126.305,213.343,646.231,Fresh_Water
354.8,32.1963,127.332,213.698,653.18,Fresh_Water
355,42.5951,128.111,215.439,813,Fresh_Water
355.3,11.3988,129.014,216.949,611.487,Fresh_Water
355.5,32.1963,130.094,218.957,729.615,Fresh_Water
355.8,11.3988,130.873,220.414,882.487,Fresh_Water
356,21.7975,130.838,219.703,840.795,Fresh_Water
356.3,11.3988,130.554,220.485,750.462,Fresh_Water
356.5,63.3926,129.952,220.84,736.564,Fresh_Water
356.8,11.3988,129.563,220.734,823.423,Fresh_Water
357,32.1963,129.952,220.307,646.231,Fresh_Water
357.3,21.7975,129.315,219.916,736.564,Fresh_Water
357.5,42.5951,129.35,219.312,625.385,Fresh_Water
357.8,1,129.527,218.602,799.103,Fresh_Water
358,21.7975,129.279,218.175,764.359,Fresh_Water
358.3,21.7975,128.784,218.104,757.41,Fresh_Water
358.5,1,128.288,218.211,806.051,Fresh_Water
358.8,21.7975,128.111,218.637,792.154,Fresh_Water
359,32.1963,128.217,219.739,674.026,Fresh_Water
359.3,11.3988,128.536,219.525,861.641,Fresh_Water
359.5,21.7975,129.032,218.353,736.564,Fresh_Water
359.8,21.7975,129.279,218.495,840.795,Fresh_Water
360,21.7975,129.173,218.708,708.769,Fresh_Water
360.3,11.3988,128.925,219.17,680.974,Fresh_Water
360.5,21.7975,129.279,219.881,694.872,Fresh_Water
360.8,94.589,128.819,219.597,729.615,Fresh_Water
361,21.7975,128.075,219.17,743.513,Fresh_Water
361.3,11.3988,127.473,218.495,729.615,Fresh_Water
361.5,1,126.623,217.784,785.205,Fresh_Water
361.8,52.9939,126.305,217.216,694.872,Fresh_Water
362,42.5951,126.623,216.718,611.487,Fresh_Water
362.3,32.1963,126.482,215.155,757.41,Fresh_Water
362.5,63.3926,126.482,213.698,660.128,Fresh_Water
362.8,11.3988,126.34,213.059,548.949,Fresh_Water
363,52.9939,126.73,212.774,618.436,Fresh_Water
363.3,42.5951,127.827,213.414,750.462,Fresh_Water
363.5,11.3988,129.067,213.627,771.308,Fresh_Water
363.8,11.3988,129.616,214.089,674.026,Fresh_Water
364,16.5982,129.952,214.906,646.231,Fresh_Water
364.3,11.3988,129.74,215.652,674.026,Fresh_Water
364.5,32.1963,129.846,214.906,799.103,Fresh_Water
364.8,21.7975,130.767,214.658,778.256,Fresh_Water
365,21.7975,131.829,214.906,646.231,Fresh_Water
365.3,32.1963,132.431,216.008,736.564,Fresh_Water
365.5,21.7975,132.927,217.003,799.103,Fresh_Water
365.8,11.3988,132.644,217.287,875.538,Fresh_Water
366,52.9939,132.113,218.531,667.077,Fresh_Water
366.3,1,131.581,218.85,646.231,Fresh_Water
366.5,32.1963,130.979,219.206,687.923,Fresh_Water
366.8,1,130.236,218.726,653.18,Fresh_Water
367,1,128.961,216.967,736.564,Fresh_Water
367.3,32.1963,128.075,215.652,500.308,Fresh_Water
367.5,11.3988,128.217,214.409,687.923,Fresh_Water
367.8,11.3988,129.244,212.774,625.385,Fresh_Water
368,1,130.661,212.916,649.705,Fresh_Water
368.3,21.7975,131.936,213.698,680.974,Fresh_Water
368.5,1,132.927,214.729,667.077,Fresh_Water
368.8,11.3988,132.998,216.221,694.872,Fresh_Water
369,32.1963,131.865,216.754,653.18,Fresh_Water
369.3,11.3988,130.979,217.5,667.077,Fresh_Water
369.5,21.7975,130.909,217.678,625.385,Fresh_Water
369.8,32.1963,130.873,216.825,597.59,Fresh_Water
370,1,130.944,216.576,590.641,Fresh_Water
370.3,11.3988,130.59,215.546,625.385,Fresh_Water
370.5,21.7975,130.377,214.658,687.923,Fresh_Water
370.8,32.1963,130.129,214.515,646.231,Fresh_Water
371,42.5951,129.811,214.444,646.231,Fresh_Water
371.3,1,130.129,215.475,576.744,Fresh_Water
371.5,32.1963,130.696,217.074,583.692,Fresh_Water
371.8,52.9939,131.086,219.668,639.282,Fresh_Water
372,52.9939,131.688,225.175,576.744,Fresh_Water
372.3,32.1963,132.396,231.571,833.846,Fresh_Water
372.5,32.1963,132.927,217.927,646.231,Fresh_Water
372.8,52.9939,130.484,200.764,639.282,Fresh_Water
373,104.988,119.363,193.729,528.103,Fresh_Water
373.3,115.387,112.351,189.785,486.41,Fresh_Water
373.5,32.1963,117.344,187.546,597.59,Fresh_Water
373.8,42.5951,124.534,186.623,621.91,Fresh_Water
374,42.5951,128.217,189.856,667.077,Fresh_Water
374.3,42.5951,130.59,201.297,535.051,Fresh_Water
374.5,73.7914,133.104,206.023,694.872,Fresh_Water
374.8,21.7975,134.804,210.358,562.846,Fresh_Water
375,52.9939,134.981,214.48,687.923,Fresh_Water
375.3,47.7945,134.308,216.701,687.923,Fresh_Water
375.5,32.1963,133.954,217.074,569.795,Fresh_Water
375.8,32.1963,133.848,216.932,611.487,Fresh_Water
376,42.5951,133.317,216.754,583.692,Fresh_Water
376.3,11.3988,133.565,216.932,632.333,Fresh_Water
376.5,1,134.946,217.891,583.692,Fresh_Water
376.8,21.7975,136.433,220.272,687.923,Fresh_Water
377,11.3988,137.956,221.586,618.436,Fresh_Water
377.3,1,138.806,223.008,708.769,Fresh_Water
377.5,11.3988,138.523,223.505,625.385,Fresh_Water
377.8,32.1963,136.894,224.109,750.462,Fresh_Water
378,21.7975,135.743,223.683,604.538,Fresh_Water
378.3,32.1963,134.875,221.835,792.154,Fresh_Water
378.5,32.1963,134.238,219.952,771.308,Fresh_Water
378.8,1,133.919,218.708,701.82,Fresh_Water
379,21.7975,133.848,218.175,701.82,Fresh_Water
379.3,1,134.273,218.388,708.769,Fresh_Water
379.5,37.3957,135.052,219.277,569.795,Fresh_Water
379.8,1,135.831,220.982,646.231,Fresh_Water
380,52.9939,135.796,223.256,694.872,Fresh_Water
380.3,63.3926,135.654,228.515,680.974,Fresh_Water
380.5,73.7914,135.194,235.728,632.333,Fresh_Water
380.8,42.5951,134.804,225.371,597.59,Fresh_Water
381,63.3926,134.061,212.455,583.692,Fresh_Water
381.3,32.1963,126.659,205.348,444.718,Fresh_Water
381.5,136.184,119.646,201.688,382.179,Fresh_Water
381.8,84.1902,120.461,199.556,576.744,Fresh_Water
382,21.7975,125.49,199.023,667.077,Fresh_Water
382.3,32.1963,126.907,200.907,559.372,Fresh_Water
382.5,42.5951,127.721,206.663,535.051,Fresh_Water
382.8,42.5951,128.394,208.724,576.744,Fresh_Water
383,42.5951,128.819,209.505,590.641,Fresh_Water
383.3,32.1963,129.209,210.642,618.436,Fresh_Water
383.5,11.3988,129.811,211.708,625.385,Fresh_Water
383.8,21.7975,130.484,212.632,597.59,Fresh_Water
384,11.3988,131.263,213.201,555.897,Fresh_Water
384.3,32.1963,132.467,214.338,542,Fresh_Water
384.5,63.3926,133.636,216.399,507.256,Fresh_Water
384.8,73.7914,134.273,216.754,660.128,Fresh_Water
385,52.9939,134.911,217.376,611.487,Fresh_Water
385.3,32.1963,134.733,215.724,611.487,Fresh_Water
385.5,11.3988,133.883,212.312,604.538,Fresh_Water
385.8,32.1963,134.167,213.023,597.59,Fresh_Water
386,42.5951,134.698,214.622,611.487,Fresh_Water
386.3,11.3988,136.504,216.328,687.923,Fresh_Water
386.5,21.7975,139.373,218.353,548.949,Fresh_Water
386.8,42.5951,140.542,219.845,625.385,Fresh_Water
387,42.5951,140.223,221.231,743.513,Fresh_Water
387.3,32.1963,139.585,222.013,708.769,Fresh_Water
387.5,21.7975,138.523,221.373,680.974,Fresh_Water
387.8,42.5951,138.275,221.764,663.603,Fresh_Water
388,1,138.452,221.906,660.128,Fresh_Water
388.3,11.3988,138.877,221.16,569.795,Fresh_Water
388.5,21.7975,139.585,221.267,694.872,Fresh_Water
388.8,21.7975,139.196,220.947,583.692,Fresh_Water
389,32.1963,138.594,221.053,583.692,Fresh_Water
389.3,52.9939,138.541,221.906,542,Fresh_Water
389.5,32.1963,138.487,222.901,625.385,Fresh_Water
389.8,11.3988,138.7,223.754,694.872,Fresh_Water
390,11.3988,138.806,224.429,715.718,Fresh_Water
390.3,73.7914,138.098,224.038,660.128,Fresh_Water
390.5,52.9939,136.965,223.612,604.538,Fresh_Water
390.8,32.1963,136.433,223.363,569.795,Fresh_Water
391,32.1963,135.973,222.866,722.667,Fresh_Water
391.3,1,135.371,222.475,548.949,Fresh_Water
391.5,42.5951,134.025,223.008,590.641,Fresh_Water
391.8,32.1963,132.644,224.784,680.974,Fresh_Water
392,26.9969,131.794,228.32,653.18,Fresh_Water
392.3,11.3988,130.625,232.85,548.949,Fresh_Water
392.5,21.7975,129.35,224.074,562.846,Fresh_Water
392.8,21.7975,128.359,213.84,576.744,Fresh_Water
393,73.7914,122.586,209.576,618.436,Fresh_Water
393.3,63.3926,117.805,212.099,618.436,Fresh_Water
393.5,52.9939,119.965,210.642,569.795,Fresh_Water
393.8,32.1963,124.073,203.536,618.436,Fresh_Water
394,32.1963,123.046,197.815,576.744,Fresh_Water
394.3,63.3926,119.399,197.495,451.667,Fresh_Water
394.5,63.3926,117.982,197.389,507.256,Fresh_Water
394.8,94.589,121.506,197.282,548.949,Fresh_Water
395,21.7975,125.596,197.709,674.026,Fresh_Water
395.3,21.7975,128.713,201.724,576.744,Fresh_Water
395.5,11.3988,131.263,205.49,653.18,Fresh_Water
395.8,42.5951,133.281,208.51,625.385,Fresh_Water
396,52.9939,135.017,210.998,687.923,Fresh_Water
396.3,21.7975,136.008,213.698,632.333,Fresh_Water
396.5,21.7975,137.106,216.221,521.154,Fresh_Water
396.8,21.7975,137.85,218.531,660.128,Fresh_Water
397,73.7914,138.452,219.881,597.59,Fresh_Water
397.3,1,138.381,220.449,590.641,Fresh_Water
397.5,42.5951,138.098,219.597,743.513,Fresh_Water
397.8,11.3988,137.106,218.353,736.564,Fresh_Water
398,32.1963,136.363,217.855,486.41,Fresh_Water
398.3,32.1963,136.752,218.673,535.051,Fresh_Water
398.5,11.3988,138.062,218.46,639.282,Fresh_Water
398.8,52.9939,139.302,218.246,597.59,Fresh_Water
399,37.3957,139.886,218.495,708.769,Fresh_Water
399.3,32.1963,139.727,219.952,597.59,Fresh_Water
399.5,21.7975,139.656,219.739,660.128,Fresh_Water
399.8,11.3988,139.479,219.064,576.744,Fresh_Water
400,1,139.515,219.383,687.923,Fresh_Water
400.3,11.3988,139.603,220.147,444.718,Fresh_Water
400.5,42.5951,140.294,220.094,611.487,Fresh_Water
400.8,52.9939,141.285,220.591,555.897,Fresh_Water
401,1,141.852,221.693,632.333,Fresh_Water
401.3,11.3988,141.852,219.685,583.692,Fresh_Water
401.5,32.1963,141.852,220.866,667.077,Fresh_Water
401.8,52.9939,141.604,220.866,614.962,Fresh_Water
402,42.5951,141.639,220.866,632.333,Fresh_Water
402.3,32.1963,141.994,220.866,562.846,Fresh_Water
402.5,21.7975,142.525,220.866,639.282,Fresh_Water
402.8,52.9939,142.1,220.866,583.692,Fresh_Water
403,21.7975,139.337,220.866,680.974,Fresh_Water
403.3,84.1902,126.446,220.866,618.436,Fresh_Water
403.5,104.988,123.932,220.866,423.872,Fresh_Water
403.8,136.184,120.001,219.685,458.615,Fresh_Water
404,84.1902,123.578,219.685,583.692,Fresh_Water
404.3,104.988,125.242,217.913,444.718,Fresh_Water
404.5,78.9908,125.03,216.732,479.462,Fresh_Water
404.8,52.9939,126.057,216.732,479.462,Fresh_Water
405,73.7914,129.279,217.913,521.154,Fresh_Water
405.3,11.3988,133.104,217.913,639.282,Fresh_Water
405.5,11.3988,134.202,217.913,597.59,Fresh_Water
405.8,32.1963,134.857,217.913,625.385,Fresh_Water
406,42.5951,135.335,217.913,639.282,Fresh_Water
406.3,42.5951,126.482,217.913,514.205,Fresh_Water
406.5,21.7975,126.73,215.551,618.436,Fresh_Water
406.8,21.7975,140.719,213.78,562.846,Fresh_Water
407,52.9939,142.773,212.598,632.333,Fresh_Water
407.3,6.19939,143.304,212.598,590.641,Fresh_Water
407.5,11.3988,142.737,211.417,625.385,Fresh_Water
407.8,63.3926,141.71,211.417,653.18,Fresh_Water
408,21.7975,141.037,211.417,535.051,Fresh_Water
408.3,21.7975,140.152,211.417,674.026,Fresh_Water
408.5,11.3988,138.682,211.417,562.846,Fresh_Water
408.8,32.1963,136.752,212.598,632.333,Fresh_Water
409,63.3926,135.088,212.598,500.308,Fresh_Water
409.3,52.9939,134.238,212.598,569.795,Fresh_Water
409.5,21.7975,133.883,213.78,736.564,Fresh_Water
409.8,11.3988,133.848,213.78,590.641,Fresh_Water
410,11.3988,133.99,212.598,535.051,Fresh_Water
410.3,42.5951,134.733,212.598,562.846,Fresh_Water
410.5,32.1963,135.406,212.598,576.744,Fresh_Water
410.8,1,135.3,211.417,548.949,Fresh_Water
411,32.1963,135.158,211.417,653.18,Fresh_Water
411.3,11.3988,134.981,211.417,587.167,Fresh_Water
411.5,32.1963,134.698,211.417,562.846,Fresh_Water
411.8,32.1963,134.096,211.417,507.256,Fresh_Water
412,21.7975,133.671,211.417,618.436,Fresh_Water
412.3,94.589,133.281,211.417,583.692,Fresh_Water
412.5,21.7975,132.892,211.417,694.872,Fresh_Water
412.8,32.1963,132.538,211.417,576.744,Fresh_Water
413,21.7975,131.192,211.417,583.692,Fresh_Water
413.3,32.1963,130.059,211.417,528.103,Fresh_Water
413.5,32.1963,128.819,209.646,479.462,Fresh_Water
413.8,11.3988,127.721,208.465,583.692,Fresh_Water
414,52.9939,127.013,208.465,542,Fresh_Water
414.3,52.9939,126.482,208.465,528.103,Fresh_Water
414.5,11.3988,126.092,208.465,486.41,Fresh_Water
414.8,84.1902,126.021,208.465,667.077,Fresh_Water
415,32.1963,126.127,208.465,507.256,Fresh_Water
415.3,52.9939,126.092,207.283,569.795,Fresh_Water
415.5,26.9969,123.294,207.283,542,Fresh_Water
415.8,63.3926,122.728,207.283,465.564,Fresh_Water
416,21.7975,123.046,203.15,618.436,Fresh_Water
416.3,11.3988,124.994,201.378,576.744,Fresh_Water
416.5,32.1963,124.782,201.378,715.718,Fresh_Water
416.8,32.1963,124.923,201.378,611.487,Fresh_Water
417,42.5951,124.852,201.378,583.692,Fresh_Water
417.3,11.3988,124.605,201.378,583.692,Fresh_Water
417.5,42.5951,124.144,203.15,472.513,Fresh_Water
417.8,52.9939,124.428,205.512,542,Fresh_Water
418,21.7975,124.923,213.78,646.231,Fresh_Water
418.3,52.9939,125.348,213.78,694.872,Fresh_Water
418.5,11.3988,125.596,213.78,680.974,Fresh_Water
418.8,32.1963,125.738,213.78,687.923,Fresh_Water
419,52.9939,125.277,213.78,646.231,Fresh_Water
419.3,52.9939,125.384,213.78,708.769,Fresh_Water
419.5,11.3988,124.994,215.551,621.91,Fresh_Water
419.8,63.3926,124.286,217.913,646.231,Fresh_Water
420,21.7975,118.124,220.866,625.385,Fresh_Water
420.3,63.3926,125.773,223.819,521.154,Fresh_Water
420.5,32.1963,127.261,223.819,819.949,Fresh_Water
420.8,32.1963,127.934,226.772,670.551,Fresh_Water
421,32.1963,128.199,227.953,715.718,Fresh_Water
421.3,32.1963,127.686,227.953,660.128,Fresh_Water
421.5,32.1963,122.019,227.953,660.128,Fresh_Water
421.8,32.1963,115.538,227.953,660.128,Fresh_Water
