     Depth,     GAMMA,  RES(16N),  RES(64N),   NEUTRON,Outcome
631,104.988,2.36462,2.73456,375.231,Dry
631.3,42.5951,2.41066,2.73456,319.641,Dry
631.5,73.7914,2.31858,2.64218,472.513,Dry
631.8,52.9939,2.27254,2.64218,250.154,Dry
632,52.9939,2.2265,2.73456,333.538,Dry
632.3,73.7914,2.31858,2.68837,430.821,Dry
632.5,42.5951,2.31858,2.73456,361.333,Dry
632.8,94.589,2.2265,2.59599,403.026,Dry
633,42.5951,2.31858,2.68837,305.744,Dry
633.3,21.7975,2.36462,2.68837,375.231,Dry
633.5,63.3926,2.41066,2.68837,396.077,Dry
633.8,73.7914,2.36462,2.73456,375.231,Dry
634,84.1902,2.27254,2.68837,368.282,Dry
634.3,42.5951,2.18046,2.73456,312.692,Dry
634.5,94.589,2.13442,2.82695,354.385,Dry
634.8,84.1902,2.36462,2.91933,389.128,Dry
635,115.387,2.41066,3.05791,389.128,Dry
635.3,42.5951,2.36462,3.01172,576.744,Dry
635.5,42.5951,2.54879,3.05791,465.564,Dry
635.8,42.5951,2.59483,3.1041,392.603,Dry
636,73.7914,2.87107,3.1041,500.308,Dry
636.3,73.7914,2.96315,3.05791,562.846,Dry
636.5,63.3926,3.33147,3.24268,569.795,Dry
636.8,11.3988,3.37751,3.51983,590.641,Dry
637,42.5951,3.51563,3.42744,521.154,Dry
637.3,84.1902,3.88395,3.51983,590.641,Dry
637.5,32.1963,3.92999,3.61221,653.18,Dry
637.8,52.9939,4.06811,3.98175,458.615,Dry
638,1,4.16019,4.02794,423.872,Dry
638.3,11.3988,3.88395,4.16651,416.923,Dry
638.5,73.7914,3.69979,4.16651,361.333,Dry
638.8,63.3926,3.60771,4.39747,375.231,Dry
639,73.7914,3.46959,4.35128,521.154,Dry
639.3,21.7975,3.28543,4.35128,403.026,Dry
639.5,73.7914,3.28543,4.39747,486.41,Dry
639.8,21.7975,3.37751,4.30509,542,Dry
640,63.3926,3.33147,4.21271,500.308,Dry
640.3,21.7975,3.42355,3.88936,611.487,Dry
640.5,32.1963,3.46959,3.84317,708.769,Dry
640.8,42.5951,3.33147,3.61221,653.18,Dry
641,52.9939,3.42355,3.61221,437.769,Dry
641.3,32.1963,3.14731,3.70459,583.692,Dry
641.5,21.7975,2.91711,3.84317,382.179,Dry
641.8,63.3926,2.82503,4.07413,423.872,Dry
642,63.3926,2.87107,4.02794,576.744,Dry
642.3,42.5951,2.82503,4.02794,465.564,Dry
642.5,63.3926,2.82503,3.70459,493.359,Dry
642.8,42.5951,3.10127,3.33506,444.718,Dry
643,32.1963,3.28543,3.1041,486.41,Dry
643.3,94.589,3.28543,3.05791,528.103,Dry
643.5,42.5951,3.37751,3.15029,444.718,Dry
643.8,63.3926,3.42355,3.19648,298.795,Dry
644,104.988,3.23939,3.47364,437.769,Dry
644.3,63.3926,3.19335,3.61221,368.282,Dry
644.5,63.3926,3.28543,3.70459,493.359,Dry
644.8,73.7914,3.10127,3.56602,590.641,Dry
645,84.1902,3.14731,3.47364,535.051,Dry
645.3,84.1902,3.00919,3.51983,472.513,Dry
645.5,52.9939,2.91711,3.56602,528.103,Dry
645.8,136.184,2.87107,3.6584,389.128,Dry
646,21.7975,2.68691,3.75079,548.949,Dry
646.3,52.9939,2.77899,3.70459,430.821,Dry
646.5,73.7914,2.77899,3.51983,451.667,Dry
646.8,42.5951,2.91711,3.42744,542,Dry
647,94.589,3.10127,3.15029,500.308,Dry
647.3,73.7914,3.37751,3.1041,559.372,Dry
647.5,63.3926,3.42355,3.15029,625.385,Dry
647.8,104.988,3.37751,3.05791,444.718,Dry
648,104.988,3.10127,3.33506,423.872,Dry
648.3,94.589,2.87107,3.38125,423.872,Dry
648.5,104.988,2.82503,3.61221,444.718,Dry
648.8,156.982,2.68691,3.61221,437.769,Dry
649,104.988,2.73295,3.47364,389.128,Dry
649.3,73.7914,2.96315,3.38125,430.821,Dry
649.5,63.3926,3.14731,3.33506,472.513,Dry
649.8,52.9939,3.28543,3.24268,500.308,Dry
650,73.7914,3.28543,3.19648,423.872,Dry
650.3,42.5951,3.19335,3.28887,493.359,Dry
650.5,52.9939,3.10127,3.28887,430.821,Dry
650.8,73.7914,3.14731,3.42744,451.667,Dry
651,104.988,3.10127,3.70459,416.923,Dry
651.3,63.3926,3.00919,3.88936,409.974,Dry
651.5,73.7914,2.96315,3.70459,479.462,Dry
651.8,42.5951,3.10127,3.70459,667.077,Dry
652,42.5951,3.00919,3.51983,583.692,Dry
652.3,94.589,3.10127,3.42744,500.308,Dry
652.5,104.988,3.14731,3.38125,444.718,Dry
652.8,73.7914,3.10127,3.24268,583.692,Dry
653,52.9939,2.96315,3.42744,333.538,Dry
653.3,32.1963,2.73295,3.42744,465.564,Dry
653.5,73.7914,2.82503,3.56602,528.103,Dry
653.8,73.7914,2.77899,3.51983,514.205,Dry
654,73.7914,2.64087,3.38125,548.949,Dry
654.3,94.589,2.68691,3.24268,507.256,Dry
654.5,84.1902,2.64087,3.33506,486.41,Dry
654.8,73.7914,2.59483,3.38125,611.487,Dry
655,63.3926,2.59483,3.28887,646.231,Dry
655.3,84.1902,2.50275,3.24268,507.256,Dry
655.5,73.7914,2.54879,3.42744,507.256,Dry
655.8,1,2.61785,3.28887,611.487,Dry
656,104.988,2.82503,3.24268,444.718,Dry
656.3,42.5951,2.91711,3.05791,569.795,Dry
656.5,104.988,3.05523,3.05791,444.718,Dry
656.8,146.583,3.05523,3.01172,458.615,Dry
657,125.785,2.98617,3.01172,604.538,Dry
657.3,32.1963,2.77899,3.1041,521.154,Dry
657.5,94.589,2.82503,3.19648,500.308,Dry
657.8,32.1963,2.91711,3.28887,507.256,Dry
658,52.9939,2.87107,3.19648,569.795,Dry
658.3,73.7914,2.82503,3.33506,555.897,Dry
658.5,63.3926,2.68691,3.15029,542,Dry
658.8,94.589,2.59483,3.1041,611.487,Dry
659,52.9939,2.59483,3.1041,472.513,Dry
659.3,84.1902,2.45671,3.1041,590.641,Dry
659.5,94.589,2.54879,3.19648,493.359,Dry
659.8,94.589,2.54879,3.15029,503.782,Dry
660,42.5951,2.59483,3.38125,555.897,Dry
660.3,21.7975,2.64087,3.24268,562.846,Dry
660.5,73.7914,2.91711,3.38125,715.718,Dry
660.8,73.7914,3.19335,3.56602,757.41,Dry
661,94.589,3.37751,3.61221,583.692,Dry
661.3,42.5951,3.56167,3.6584,548.949,Dry
661.5,32.1963,3.92999,3.79698,764.359,Dry
661.8,63.3926,4.16019,3.93555,778.256,Dry
662,52.9939,4.39039,4.07413,722.667,Dry
662.3,11.3988,4.62059,4.21271,771.308,Dry
662.5,32.1963,4.75871,4.12032,736.564,Dry
662.8,42.5951,4.66663,4.16651,680.974,Dry
663,42.5951,4.52851,4.07413,674.026,Dry
663.3,21.7975,4.11415,4.07413,778.256,Dry
663.5,42.5951,4.02207,3.98175,708.769,Dry
663.8,32.1963,3.60771,3.6584,548.949,Dry
664,32.1963,3.51563,3.6815,500.308,Dry
664.3,37.3957,3.05523,3.33506,521.154,Dry
664.5,32.1963,2.91711,3.05791,472.513,Dry
664.8,21.7975,2.91711,2.96552,632.333,Dry
665,63.3926,2.96315,2.64218,590.641,Dry
665.3,42.5951,2.73295,2.27264,514.205,Dry
665.5,89.3896,2.64087,2.41122,576.744,Dry
665.8,63.3926,2.31858,2.5036,590.641,Dry
666,21.7975,2.73295,2.64218,542,Dry
666.3,32.1963,2.87107,2.64218,361.333,Dry
666.5,52.9939,2.73295,3.1041,305.744,Dry
666.8,21.7975,2.68691,3.61221,403.026,Dry
667,11.3988,2.73295,3.56602,375.231,Dry
667.3,52.9939,2.77899,3.61221,326.59,Dry
667.5,1,2.82503,3.61221,347.436,Dry
667.8,73.7914,2.82503,3.38125,333.538,Dry
668,73.7914,2.77899,3.38125,451.667,Dry
668.3,52.9939,2.82503,3.38125,409.974,Dry
668.5,32.1963,2.73295,3.28887,333.538,Dry
668.8,42.5951,2.68691,3.19648,305.744,Dry
669,21.7975,2.59483,3.24268,305.744,Dry
669.3,21.7975,2.59483,3.24268,305.744,Dry
669.5,94.589,2.59483,3.24268,396.077,Dry
669.8,52.9939,2.50275,3.24268,319.641,Dry
670,32.1963,2.59483,3.28887,340.487,Dry
670.3,63.3926,2.59483,3.15029,375.231,Dry
670.5,52.9939,2.54879,3.15029,409.974,Dry
670.8,63.3926,2.54879,3.15029,403.026,Dry
671,52.9939,2.50275,3.15029,562.846,Dry
671.3,52.9939,2.41066,3.01172,298.795,Dry
671.5,21.7975,2.36462,3.05791,368.282,Dry
671.8,52.9939,2.50275,3.1041,319.641,Dry
672,11.3988,2.54879,3.05791,347.436,Dry
672.3,94.589,2.50275,3.1041,437.769,Dry
672.5,52.9939,2.59483,3.01172,514.205,Dry
672.8,52.9939,2.59483,3.05791,472.513,Dry
673,63.3926,2.54879,2.96552,548.949,Dry
673.3,21.7975,2.59483,3.05791,583.692,Dry
673.5,94.589,2.64087,3.01172,576.744,Dry
673.8,52.9939,2.54879,3.1041,576.744,Dry
674,73.7914,2.73295,3.1041,590.641,Dry
674.3,104.988,2.73295,3.1041,701.82,Dry
674.5,63.3926,2.82503,3.19648,694.872,Dry
674.8,52.9939,3.10127,3.33506,611.487,Dry
675,32.1963,3.23939,3.38125,590.641,Dry
675.3,32.1963,3.37751,3.47364,757.41,Dry
675.5,42.5951,3.60771,3.51983,799.103,Dry
675.8,32.1963,3.74583,3.61221,750.462,Dry
676,42.5951,3.88395,3.56602,694.872,Dry
676.3,52.9939,3.97603,3.79698,680.974,Dry
676.5,21.7975,4.06811,3.93555,729.615,Dry
676.8,63.3926,4.16019,3.93555,625.385,Dry
677,42.5951,4.29831,4.02794,632.333,Dry
677.3,11.3988,4.20623,3.98175,743.513,Dry
677.5,42.5951,4.34435,4.02794,646.231,Dry
677.8,32.1963,4.43643,4.12032,701.82,Dry
678,52.9939,4.43643,4.2589,618.436,Dry
678.3,32.1963,4.39039,4.30509,618.436,Dry
678.5,52.9939,4.29831,4.21271,625.385,Dry
678.8,52.9939,4.29831,4.16651,611.487,Dry
679,52.9939,4.11415,4.12032,653.18,Dry
679.3,63.3926,4.02207,3.93555,590.641,Dry
679.5,84.1902,3.74583,3.93555,694.872,Dry
679.8,94.589,3.65375,3.88936,451.667,Dry
680,21.7975,3.37751,3.93555,555.897,Dry
680.3,52.9939,3.46959,4.12032,493.359,Dry
680.5,63.3926,3.23939,4.12032,375.231,Dry
680.8,84.1902,3.19335,4.12032,416.923,Dry
681,104.988,3.10127,4.02794,535.051,Dry
681.3,73.7914,3.19335,4.07413,576.744,Dry
681.5,42.5951,3.19335,3.93555,680.974,Dry
681.8,52.9939,3.10127,3.98175,708.769,Dry
682,21.7975,3.42355,4.07413,569.795,Dry
682.3,21.7975,3.46959,4.12032,632.333,Dry
682.5,42.5951,3.51563,4.2589,597.59,Dry
682.8,63.3926,3.74583,4.30509,583.692,Dry
683,63.3926,4.06811,4.30509,514.205,Dry
683.3,32.1963,4.20623,4.30509,674.026,Dry
683.5,63.3926,4.94288,4.16651,736.564,Dry
683.8,42.5951,5.26516,4.21271,896.385,Dry
684,32.1963,5.35724,4.35128,694.872,Dry
684.3,52.9939,5.44932,4.48986,826.897,Dry
684.5,32.1963,5.17308,4.62843,764.359,Dry
684.8,32.1963,5.12704,4.76701,736.564,Dry
685,32.1963,4.9659,4.67463,806.051,Dry
685.3,104.988,5.03496,4.53605,708.769,Dry
685.5,89.3896,4.85079,4.53605,750.462,Dry
685.8,63.3926,4.75871,4.44367,764.359,Dry
686,104.988,4.62059,4.48986,548.949,Dry
686.3,84.1902,4.75871,4.16651,548.949,Dry
686.5,73.7914,4.39039,4.44367,562.846,Dry
686.8,73.7914,4.29831,4.44367,576.744,Dry
687,115.387,4.11415,4.28199,479.462,Dry
687.3,136.184,4.06811,4.16651,368.282,Dry
687.5,84.1902,3.88395,4.07413,451.667,Dry
687.8,115.387,3.69979,3.93555,340.487,Dry
688,115.387,3.42355,3.70459,423.872,Dry
688.3,104.988,3.42355,3.61221,444.718,Dry
688.5,104.988,3.19335,3.38125,507.256,Dry
688.8,73.7914,3.19335,3.47364,548.949,Dry
689,125.785,3.19335,3.28887,458.615,Dry
689.3,63.3926,3.23939,3.38125,451.667,Dry
689.5,84.1902,3.10127,3.38125,437.769,Dry
689.8,94.589,3.00919,3.33506,396.077,Dry
690,94.589,2.73295,3.47364,444.718,Dry
690.3,63.3926,2.82503,3.47364,354.385,Dry
690.5,125.785,3.23939,3.61221,458.615,Dry
690.8,42.5951,3.51563,3.98175,535.051,Dry
691,115.387,3.92999,4.21271,562.846,Dry
691.3,73.7914,4.34435,4.58224,493.359,Dry
691.5,73.7914,5.081,4.90559,750.462,Dry
691.8,94.589,6.6924,5.27512,1181.28,Dry
692,84.1902,8.90233,5.45989,1403.64,Dry
692.3,84.1902,11.5727,6.5685,1327.21,Hard_Water
692.5,52.9939,12.8618,8.97048,1202.13,Hard_Water
692.8,52.9939,15.5782,11.8344,1236.87,Hard_Water
693,32.1963,17.696,15.345,1549.56,Hard_Water
693.3,63.3926,19.929,18.2089,1653.79,Hard_Water
693.5,73.7914,22.0698,21.119,1577.36,Hard_Water
693.8,84.1902,24.602,24.1214,1605.15,Hard_Water
694,58.1933,27.3184,27.3549,1702.44,Hard_Water
694.3,52.9939,28.8838,30.9117,1667.69,Hard_Water
694.5,52.9939,31.1397,34.2837,1459.23,Hard_Water
694.8,42.5951,32.1066,33.8679,1563.46,Hard_Water
695,32.1963,33.0504,31.8355,1473.13,Hard_Water
695.3,32.1963,31.6922,27.9092,1382.79,Hard_Water
695.5,1,30.4491,24.8605,1403.64,Hard_Water
695.8,52.9939,25.753,21.8118,1264.67,Hard_Water
696,52.9939,21.2411,19.6408,1014.51,Hard_Water
696.3,16.5982,17.0514,19.6408,1007.56,Hard_Water
696.5,32.1963,13.9668,20.8418,854.692,Hard_Water
696.8,42.5951,11.1583,20.7956,465.564,Hard_Water
697,1,11.0202,20.1489,357.859,Hard_Water
697.3,32.1963,11.1583,18.9479,555.897,Hard_Water
697.5,52.9939,12.7237,17.9317,1195.18,Hard_Water
697.8,1,19.7678,17.1926,1327.21,Hard_Water
698,21.7975,26.1214,16.5922,1299.41,Hard_Water
698.3,11.3988,29.0219,21.0728,1209.08,Hard_Water
698.5,11.3988,30.0808,28.2787,1355,Hard_Water
698.8,52.9939,30.7714,31.235,1243.82,Hard_Water
699,21.7975,30.4031,32.5746,1153.49,Hard_Water
699.3,32.1963,29.8967,32.6208,1250.77,Hard_Water
699.5,73.7914,28.3313,31.72,1146.54,Hard_Water
699.8,21.7975,26.6278,29.5721,1216.03,Hard_Water
700,32.1963,25.2926,26.8006,1070.1,Hard_Water
700.3,21.7975,23.4971,23.8905,1341.1,Hard_Water
700.5,1,21.103,19.7794,1236.87,Hard_Water
700.8,32.1963,18.9391,17.0079,1118.74,Hard_Water
701,21.7975,15.8544,14.8369,1181.28,Hard_Water
701.3,11.3988,13.4373,13.7282,1090.95,Hard_Water
701.5,32.1963,11.4806,12.7582,833.846,Hard_Water
701.8,42.5951,10.4447,11.2801,806.051,Hard_Water
702,21.7975,10.4217,8.41617,917.231,Hard_Water
702.3,21.7975,10.3296,6.38373,945.026,Dry
702.5,32.1963,9.04045,5.87562,972.82,Dry
702.8,21.7975,5.81764,5.64466,764.359,Dry
703,21.7975,5.081,5.36751,382.179,Dry
703.3,42.5951,4.48247,5.22893,458.615,Dry
703.5,21.7975,3.92999,5.45989,451.667,Dry
703.8,11.3988,3.56167,5.45989,312.692,Dry
704,84.1902,3.60771,4.99797,291.846,Dry
704.3,32.1963,3.51563,4.76701,423.872,Dry
704.5,52.9939,3.23939,4.67463,479.462,Dry
704.8,73.7914,3.19335,4.85939,423.872,Dry
705,32.1963,3.51563,4.76701,472.513,Dry
705.3,21.7975,3.88395,4.53605,535.051,Dry
705.5,11.3988,4.29831,4.48986,583.692,Dry
705.8,32.1963,4.71267,4.35128,639.282,Dry
706,32.1963,4.98892,4.35128,674.026,Dry
706.3,11.3988,5.03496,4.39747,729.615,Dry
706.5,52.9939,4.80475,4.39747,423.872,Dry
706.8,11.3988,4.66663,4.67463,434.295,Dry
707,11.3988,4.16019,4.76701,437.769,Dry
707.3,32.1963,3.97603,4.95178,382.179,Dry
707.5,63.3926,3.97603,4.85939,361.333,Dry
707.8,42.5951,3.74583,4.62843,340.487,Dry
708,32.1963,3.79187,4.76701,354.385,Dry
708.3,21.7975,3.83791,4.8132,472.513,Dry
708.5,63.3926,3.92999,4.76701,437.769,Dry
708.8,21.7975,3.97603,4.62843,569.795,Dry
709,21.7975,3.97603,3.98175,500.308,Dry
709.3,84.1902,4.16019,3.84317,500.308,Dry
709.5,42.5951,4.06811,3.88936,604.538,Dry
709.8,52.9939,4.25227,3.93555,597.59,Dry
710,52.9939,6.27804,3.1041,715.718,Dry
710.3,11.3988,6.32408,2.96552,562.846,Dry
710.5,52.9939,6.04784,3.28887,708.769,Dry
710.8,32.1963,4.29831,3.28887,562.846,Dry
711,73.7914,4.25227,3.38125,535.051,Dry
711.3,125.785,3.74583,3.33506,319.641,Dry
711.5,11.3988,3.97603,3.88936,507.256,Dry
711.8,84.1902,4.75871,3.56602,451.667,Dry
712,32.1963,4.52851,2.78076,576.744,Dry
712.3,32.1963,4.89684,2.91933,465.564,Dry
712.5,11.3988,3.00919,2.96552,514.205,Dry
712.8,21.7975,3.28543,3.01172,333.538,Dry
713,63.3926,3.60771,2.82695,326.59,Dry
713.3,42.5951,3.37751,2.73456,298.795,Dry
713.5,11.3988,3.65375,3.28887,590.641,Dry
713.8,94.589,3.19335,3.24268,667.077,Dry
714,42.5951,3.92999,3.19648,528.103,Dry
714.3,1,4.66663,3.33506,396.077,Dry
714.5,42.5951,4.25227,3.79698,583.692,Dry
714.8,32.1963,3.97603,4.8132,500.308,Dry
715,73.7914,3.88395,4.76701,375.231,Dry
715.3,32.1963,3.83791,4.67463,284.897,Dry
715.5,42.5951,3.69979,4.72082,333.538,Dry
715.8,52.9939,3.83791,4.62843,375.231,Dry
716,21.7975,4.06811,4.62843,472.513,Dry
716.3,52.9939,4.43643,4.53605,521.154,Dry
716.5,63.3926,4.85079,4.58224,500.308,Dry
716.8,63.3926,5.081,4.67463,562.846,Dry
717,63.3926,5.21912,4.95178,667.077,Dry
717.3,84.1902,5.24214,4.99797,660.128,Dry
717.5,94.589,5.35724,4.99797,646.231,Dry
717.8,32.1963,5.35724,4.95178,694.872,Dry
718,42.5951,5.17308,4.76701,618.436,Dry
718.3,52.9939,5.26516,4.76701,479.462,Dry
718.5,11.3988,5.03496,4.53605,639.282,Dry
718.8,32.1963,4.80475,4.48986,708.769,Dry
719,11.3988,4.66663,4.21271,653.18,Dry
719.3,84.1902,4.39039,4.12032,583.692,Dry
719.5,84.1902,4.11415,3.98175,521.154,Dry
719.8,63.3926,3.83791,3.93555,333.538,Dry
720,11.3988,3.60771,3.88936,354.385,Dry
720.3,32.1963,3.23939,3.79698,389.128,Dry
720.5,73.7914,2.96315,3.75079,361.333,Dry
720.8,32.1963,2.77899,3.56602,409.974,Dry
721,42.5951,2.73295,3.42744,333.538,Dry
721.3,32.1963,2.59483,3.24268,361.333,Dry
721.5,21.7975,2.59483,3.05791,396.077,Dry
721.8,1,2.59483,3.15029,257.103,Dry
722,21.7975,2.45671,2.96552,416.923,Dry
722.3,63.3926,2.59483,2.87314,382.179,Dry
722.5,1,2.54879,3.05791,291.846,Dry
722.8,32.1963,2.54879,3.01172,347.436,Dry
723,63.3926,2.64087,2.96552,375.231,Dry
723.3,32.1963,2.68691,2.91933,305.744,Dry
723.5,63.3926,2.64087,2.87314,326.59,Dry
723.8,63.3926,2.68691,2.87314,305.744,Dry
724,32.1963,2.64087,2.82695,375.231,Dry
724.3,21.7975,2.68691,2.87314,305.744,Dry
724.5,21.7975,2.64087,2.87314,396.077,Dry
724.8,52.9939,2.64087,2.87314,347.436,Dry
725,47.7945,2.64087,2.91933,396.077,Dry
725.3,84.1902,2.68691,2.82695,340.487,Dry
725.5,84.1902,2.64087,2.73456,368.282,Dry
725.8,21.7975,2.68691,2.64218,354.385,Dry
726,21.7975,2.59483,2.59599,437.769,Dry
726.3,32.1963,2.54879,2.68837,243.205,Dry
726.5,84.1902,2.45671,2.73456,403.026,Dry
726.8,73.7914,2.41066,2.73456,382.179,Dry
727,42.5951,2.41066,2.82695,430.821,Dry
727.3,104.988,2.31858,2.82695,437.769,Dry
727.5,42.5951,2.41066,2.87314,409.974,Dry
727.8,73.7914,2.41066,2.91933,354.385,Dry
728,94.589,2.54879,2.82695,340.487,Dry
728.3,63.3926,2.59483,2.87314,354.385,Dry
728.5,73.7914,2.73295,2.87314,291.846,Dry
728.8,63.3926,2.77899,3.05791,326.59,Dry
729,73.7914,2.96315,3.05791,389.128,Dry
729.3,63.3926,2.91711,3.24268,389.128,Dry
729.5,32.1963,2.96315,3.1041,347.436,Dry
729.8,52.9939,2.96315,3.1041,354.385,Dry
730,32.1963,2.87107,3.19648,493.359,Dry
730.3,115.387,2.87107,3.1041,319.641,Dry
730.5,63.3926,2.77899,2.91933,236.256,Dry
730.8,73.7914,2.73295,2.82695,271,Dry
731,32.1963,2.64087,2.78076,354.385,Dry
731.3,42.5951,2.45671,2.73456,396.077,Dry
731.5,11.3988,2.36462,2.96552,368.282,Dry
731.8,32.1963,2.41066,2.89624,319.641,Dry
732,37.3957,2.41066,2.91933,368.282,Dry
732.3,42.5951,2.45671,2.87314,416.923,Dry
732.5,73.7914,2.45671,3.01172,333.538,Dry
732.8,42.5951,2.54879,3.15029,437.769,Dry
733,73.7914,2.50275,3.01172,340.487,Dry
733.3,84.1902,2.45671,3.15029,361.333,Dry
733.5,52.9939,2.45671,3.1041,382.179,Dry
733.8,63.3926,2.45671,3.1041,291.846,Dry
734,73.7914,2.50275,3.01172,375.231,Dry
734.3,63.3926,2.54879,3.15029,423.872,Dry
734.5,84.1902,2.64087,3.05791,437.769,Dry
734.8,63.3926,2.68691,3.15029,340.487,Dry
735,32.1963,2.96315,3.1041,409.974,Dry
735.3,42.5951,2.91711,3.19648,437.769,Dry
735.5,73.7914,3.00919,3.15029,444.718,Dry
735.8,52.9939,2.82503,3.05791,451.667,Dry
736,42.5951,2.87107,3.01172,472.513,Dry
736.3,63.3926,2.77899,3.15029,475.987,Dry
736.5,115.387,2.68691,3.1041,382.179,Dry
736.8,94.589,2.64087,3.01172,375.231,Dry
737,84.1902,2.64087,3.15029,444.718,Dry
737.3,115.387,2.68691,3.15029,465.564,Dry
737.5,63.3926,2.59483,3.19648,326.59,Dry
737.8,136.184,2.66389,3.24268,409.974,Dry
738,84.1902,2.64087,3.05791,514.205,Dry
738.3,73.7914,2.59483,3.1041,465.564,Dry
738.5,63.3926,2.64087,3.19648,486.41,Dry
738.8,104.988,2.68691,3.05791,514.205,Dry
739,63.3926,2.73295,3.01172,521.154,Dry
739.3,73.7914,2.82503,3.05791,479.462,Dry
739.5,73.7914,2.87107,3.19648,465.564,Dry
739.8,84.1902,2.82503,3.15029,416.923,Dry
740,52.9939,2.89409,3.21958,576.744,Dry
740.3,63.3926,2.87107,3.19648,472.513,Dry
740.5,32.1963,2.96315,3.19648,479.462,Dry
740.8,115.387,3.00919,3.38125,451.667,Dry
741,84.1902,3.05523,3.33506,486.41,Dry
741.3,73.7914,3.10127,3.33506,465.564,Dry
741.5,84.1902,3.10127,3.47364,528.103,Dry
741.8,94.589,3.14731,3.38125,458.615,Dry
742,94.589,3.10127,3.33506,486.41,Dry
742.3,52.9939,3.14731,3.51983,597.59,Dry
742.5,73.7914,3.28543,3.51983,548.949,Dry
742.8,94.589,3.14731,3.42744,535.051,Dry
743,52.9939,3.19335,3.51983,639.282,Dry
743.3,52.9939,3.23939,3.47364,562.846,Dry
743.5,42.5951,3.23939,3.61221,458.615,Dry
743.8,52.9939,3.33147,3.56602,486.41,Dry
744,21.7975,3.46959,3.70459,479.462,Dry
744.3,63.3926,3.56167,3.56602,542,Dry
744.5,94.589,3.60771,3.56602,486.41,Dry
744.8,52.9939,3.56167,3.51983,569.795,Dry
745,63.3926,3.60771,3.56602,389.128,Dry
745.3,63.3926,3.56167,3.6584,423.872,Dry
745.5,94.589,3.56167,3.61221,548.949,Dry
745.8,73.7914,3.51563,3.75079,500.308,Dry
746,73.7914,3.42355,3.70459,486.41,Dry
746.3,115.387,3.37751,3.79698,486.41,Dry
746.5,73.7914,3.42355,3.79698,409.974,Dry
746.8,32.1963,3.33147,3.75079,493.359,Dry
747,52.9939,3.33147,3.51983,486.41,Dry
747.3,52.9939,3.28543,3.61221,444.718,Dry
747.5,156.982,3.33147,3.56602,458.615,Dry
747.8,84.1902,3.33147,3.38125,465.564,Dry
748,63.3926,3.33147,3.28887,472.513,Dry
748.3,84.1902,3.23939,3.24268,458.615,Dry
748.5,52.9939,3.33147,3.05791,413.449,Dry
748.8,104.988,3.14731,3.05791,604.538,Dry
749,42.5951,2.82503,2.96552,444.718,Dry
749.3,104.988,2.73295,2.82695,375.231,Dry
749.5,42.5951,2.31858,2.73456,507.256,Dry
749.8,104.988,2.27254,2.87314,458.615,Dry
750,32.1963,2.2265,2.80385,562.846,Dry
750.3,104.988,2.13442,2.78076,493.359,Dry
750.5,84.1902,2.13442,2.73456,451.667,Dry
750.8,84.1902,2.08838,2.82695,416.923,Dry
751,42.5951,2.04234,2.64218,479.462,Dry
751.3,52.9939,2.04234,2.64218,382.179,Dry
751.5,73.7914,1.9963,2.5036,458.615,Dry
751.8,94.589,1.85818,2.5036,396.077,Dry
752,104.988,1.85818,2.5498,465.564,Dry
752.3,104.988,1.95026,2.5498,361.333,Dry
752.5,42.5951,1.95026,2.41122,375.231,Dry
752.8,63.3926,1.95026,2.36503,423.872,Dry
753,63.3926,1.97328,2.43432,340.487,Dry
753.3,84.1902,1.9963,2.41122,382.179,Dry
753.5,104.988,1.95026,2.59599,389.128,Dry
753.8,94.589,1.9963,2.5036,437.769,Dry
754,84.1902,2.04234,2.36503,354.385,Dry
754.3,52.9939,1.90422,2.36503,389.128,Dry
754.5,42.5951,1.95026,2.5036,472.513,Dry
754.8,63.3926,1.85818,2.45741,382.179,Dry
755,84.1902,1.90422,2.41122,535.051,Dry
755.3,32.1963,1.90422,2.5498,451.667,Dry
755.5,125.785,1.90422,2.45741,333.538,Dry
755.8,73.7914,1.9963,2.5498,347.436,Dry
756,104.988,2.06536,2.41122,409.974,Dry
756.3,94.589,1.9963,2.31884,444.718,Dry
756.5,52.9939,1.9963,2.36503,472.513,Dry
756.8,73.7914,2.08838,2.36503,437.769,Dry
757,21.7975,1.9963,2.41122,347.436,Dry
757.3,73.7914,2.08838,2.18026,375.231,Dry
757.5,94.589,2.27254,2.41122,333.538,Dry
757.8,42.5951,2.27254,2.41122,472.513,Dry
758,63.3926,2.18046,2.41122,382.179,Dry
758.3,73.7914,2.2265,2.5036,493.359,Dry
758.5,32.1963,2.2265,2.64218,423.872,Dry
758.8,84.1902,2.18046,2.59599,437.769,Dry
759,52.9939,2.27254,2.59599,416.923,Dry
759.3,52.9939,2.31858,2.64218,291.846,Dry
759.5,32.1963,2.31858,2.73456,403.026,Dry
759.8,73.7914,2.2265,2.64218,416.923,Dry
760,115.387,2.31858,2.78076,375.231,Dry
760.3,73.7914,2.31858,2.87314,375.231,Dry
760.5,125.785,2.41066,2.96552,368.282,Dry
760.8,125.785,2.31858,3.05791,396.077,Dry
761,32.1963,2.36462,3.05791,354.385,Dry
761.3,52.9939,2.54879,3.28887,298.795,Dry
761.5,42.5951,2.54879,3.47364,396.077,Dry
761.8,42.5951,2.68691,3.70459,403.026,Dry
762,94.589,2.77899,3.88936,486.41,Dry
762.3,84.1902,2.82503,4.02794,416.923,Dry
